id	source_japanese	target_english	target_chinese	target_vietnamese
handbook-256	被告人は、平成○○年9月12日午前9時30分ころ、普通乗用自動車を運転し、東京都武蔵野市吉祥寺東町31番地付近道路先の左方に湾曲した道路を荻窪方面から三鷹方面に向かい時速約50キロメートルで進行していた。	On September 12, XXXX, at about 9:30 a.m., the defendant was driving an ordinary passenger car at a speed of approximately 50 kilometers per hour on the road curving to the left in the vicinity of 31 Kichijoji Higashi-cho, Musashino City, Tokyo, in the direction from Ogikubo to Mitaka.	“被告人于○○年9月12日上午9时30分左右，驾驶一辆小轿车，在东京都武藏野市吉祥寺町31番地附近朝左方弯曲的道路上，从荻窪以约50公里的时速向三鹰方向行驶。	Vào hồi 9 giờ 30 sáng ngày 12 tháng 9 năm......, bị cáo đã lái chiếc xe với vận tốc khoảng 50 cây số một giờ trên đường có đoạn vòng sang phía trái nằm ở ngoại vi khu vực 31 Higashi-cho Kichijoji quận Musashino thành phố Tokyo, từ Ogikubo đi về hướng Mitaka. 
handbook-257	こういった場合、自動車運転者としては前方を注視し、ハンドル操作を正しく行って進路を適正に保って進行すべき自動車運転上の注意義務がある。	In this given situation, the defendant, as a driver, had the duty of careful driving, that is, to watch carefully ahead, operate rightly the steering wheel, and keep adequately on course.	在这样的情况下，应当遵守作为汽车驾驶员的安全义务，即注视前方，准确地操纵方向盘，保持正确的路线行进。	Trong trường hợp này, bị cáo là người lái xe, có bổn phận phải quan sát cẩn thận phía trước mặt, điều khiển tay lái chính xác và giữ đúng hướng xe. 
handbook-258	しかしながら、被告人は足元に落とした地図を拾うのに気を奪われたためこの注意義務に違反して、前方注視を欠き、ハンドルから一瞬手を離したまま、時速約50キロメートルで進行するという過失を犯した。	However, the defendant, violating the duty of care and being occupied in an attempt to pick up a street map which had fell on the floor, proceeded at 50 kilometers per hour, without carefully looking ahead, letting go of the steering wheel for an instant. 	但是，被告人由于只顾拾起掉在脚下的地图而违反了上述的义务，犯下了忽视注意前方，将手一时脱离方向盘，并以约50公里的时速行驶的过失。	Tuy nhiên vì tìm cách nhặt bản đồ bị rơi xuống sàn xe, trong lúc đang lái xe với vận tốc 50 cây số một giờ, bị cáo đã không quan sát thận trọng phía trước mặt và đã buông tay lái một lúc, như vậy bị cáo đã vi phạm trách nhiệm phải cẩn thận khi lái xe. Hậu quả là xe của bị cáo đã chệch sang luồng đối diện và đâm vào sườn bên phải của chiếc xe tải lớn đi ngược chiều do tài xế A đang điều khiển. 
handbook-259	このため、車は対向車線に進入して、対面進行してきたA運転の大型貨物自動車の右側面に衝突した上、その衝撃で更に前方に進出して、A運転車両の後方から進行してきたB(当時55歳)運転の普通貨物自動車の右前部に衝突した。	Due to such negligence on the part of the defendant, his/her car entered the opposite lane, collided with a large delivery truck coming from the opposite direction, driven by A, at its right side body, then proceeded further ahead from the shock of the collision and collided with another delivery truck driven by B (55 years old at the time), which was following A's truck, at the right part of the front body. 	因此，被告人的汽车进入了相反方向的车道，撞在了迎面行驶而来的，由A驾驶的大型货车的右侧面上，并由此冲力弹向前方，撞在了行驶于A驾驶车辆后方的，由B(当时55岁)驾驶的普通货车的右前部上。	Vì ảnh hưởng của cú va chạm mạnh đó xe của bị cáo tiếp tục chạy về phía trước rồi đâm vào bên phải phía trước của chiếc xe chở hàng khác do tài xế B (lúc đó 55 tuổi) đang lái chạy phía sau xe tài xế A. 
handbook-260	その結果、Bに加療約200日間を要する右股関節脱臼骨折の傷害を負わせたものである。	As a result, the defendant inflicted upon B an injury of dislocation and fracture of the right hip joint, requiring approximately 200 days of medical treatment. 	由此，使B受了须治疗约200天的右股关节脱臼骨折的伤害。”	Hậu quả là bị cáo đã gây ra thương tích, làm trẹo và dập xương hông bên phải của nạn nhân B khiến nạn nhân cần phải điều trị trong khoảng 200 ngày. 
handbook-261	被告人は、平成○○年9月2日午後1時5分ころ、横浜市港南区日野南3丁目6番17号先路上で、通行中のA(当時62歳)に「おまえ、どこを歩いとるんじゃ。」などと因縁をつけ、こぶしでその顔を2回殴って転倒させ、その上に馬乗りになって更にその顔をこぶしで数回殴った。	The defendant, on September 2, XXXX, at approximately 1:05 p.m., on the street around 3-6-17 Hino-Minami, Konan-ku, Yokohama City, unjustly accused A (62 years old at the time of the crime) who happened to be passing by the place, saying, "Watch where you're walking, buddy!," punched him/her two (2) times with his/her fist in the face, and knocked A to the ground. The defendant then sat astride A and punched him/her several more times in the face. 	“被告人于○○年9月2日下午1时零5分左右，在横滨市港南区日野南3丁目6番17号前方路上，向正路过该处的A(当时62岁)找喳儿说:“你这家伙，往哪儿走呢?”，并用拳头两次猛击A头部，将之打倒在地。接着骑在A身上并殴打其脸部数次。	Vào hồi 1 giờ 5 phút chiều ngày 2 tháng 9 năm....., trên đoạn đường ở địa chỉ 3-16-7 Hino Minami, quận Konan thành phố Yokohama, bị cáo đã tìm cớ gây sự với nạn nhân A (khi đó 62 tuổi) tình cờ đi ngang qua đó với lời lẽ như sau “Nè, lão già, đi đứng thế nào vậy”, rồi đấm vào mặt nạn nhân hai lần và làm nạn nhân ngã. Tiếp theo, bị cáo còn ngồi lên người và đấm vào mặt nạn nhân nhiều lần nữa. 
handbook-262	この暴行により、Aに約5日間の加療を要する右肘部挫滅傷、顔面挫滅傷の傷害を負わせたものである。	From the abovementioned assaults, the defendant caused C to suffer injuries of a contusion on his/her right elbow and face, which required five (5) days of medical treatment. 	由此暴力行为，使A负了须治疗约5天的右肘部挫擦伤，脸部搓擦伤的伤害。”	Hậu quả của hành động trên đã làm khuỷu tay phải và mặt nạn nhân bị bầm phải mất 5 ngày điều trị. 
handbook-263	被告人は、不正に入手した平和カード株式会社発行のA名義のクレジットカードを使用してその加盟店から商品をだまし取ろうと企て、平成○○年4月5日午前11時15分ころ、東京都中央区中村町3番先中村ショッピングセンター1階株式会社中村銀座店において、同店店長Bに対し、代金支払の意思及び能力がないのに、自己がクレジットカードの正当な使用権限を有するAであって、クレジットカードシステムによって代金の支払をするもののように装い、前記クレジットカードを提示してスーツ等3点の購入を申し込み、前記Bをしてその旨誤信させ、よって即時同所において、同人からスーツ等3点(価格合計7万3700円相当)の交付を受けてこれをだまし取ったものである。	The defendant, after illegally obtaining a credit card issued under the name of A by Heiwa Card Inc., planned to defraud one of the credit card member stores of its goods by illegally using the credit card. The defendant, on April 5, XXXX, at approximately 11: 15 a.m., at the Ginza Store of Nakamura, Inc., on the first floor of the Nakamura Shopping Center, located around 3 Nakamura-cho, Chuo-ku, Tokyo, pretending that he/she was A who had the authority to use the card and would pay the charges through the card system despite the lack of such will or authority to pay, presented the card and made an offer to B, the store manager of the store, to purchase three (3) items including a suit. The defendant received the items (valued at about 73,700 yen in total), at said time and place, from B who erroneously believed that the defendant was A and would pay the charges through the card system. The defendant thus defrauded the store of its goods. 	“被告人企图使用非法取得的，和平信用卡股份有限公司发行的A名义的信用卡并从其加盟店骗取商品，于○○年4月5日上午11时15分左右，在东京都中央区中村町3番前方中村购物中心1层所在的股份有限公司中村银座店内，被告人尽管没有支付货款的意志和能力，却谎称自己是拥有信用卡正当权限的A而将按照信用卡制度支付货款，进而向该店店长B出示上述信用卡表示要求购买西服套装等3件商品，并使上述B误信之，从而于此时在该处从该人接受骗取了上述西服套装等3件商品(价格共计相当于7万3700日元)。”	Sau khi đã lấy bất hợp pháp thẻ tín dụng do công ty Heiwa Card cấp cho người có tên A, bị cáo đã dùng chiếc thẻ này để âm mưu mua hàng tại một trong những cửa hàng có thể thanh toán bằng thẻ tín dụng đó. Vào hồi 11 giờ 15 sáng ngày 5 tháng 4 năm........, tại cửa hàng Ginza của công ty Nakamura nằm ở tầng một trung tâm bán hàng Nakamura, địa chỉ 3 Nakamura-cho, quận Chuo thành phố Tokyo, dù không có năng lực và ý chí trả tiền, bị cáo đã mạo danh người có tên A, là người có quyền sử dụng thẻ tín dụng đó, và sẽ trả tiền thông qua hệ thống thẻ tín dụng. Bị cáo đã đưa thẻ tín dụng nói trên cho ông B, quản lý cửa hàng để mua 3 món hàng, trong đó có một bộ vest. Bị cáo đã nhận từ ông B các món hàng nói trên (tổng trị giá khoảng 73.700 yen) vì ông B tin rằng bị cáo chính là người mang tên A. Như vậy, tại địa điểm và ngày giờ nói trên bị cáo đã phạm tội lường gạt số hàng hóa nói trên. 
handbook-264	被告人は、A(当時62歳)に雇われ、東京都江東区山中町5丁目2番4号所在の同人方に住み込んでいたものであるが、被告人が通行人に罵声を浴びせたのを前記Aから叱責されて口論のあげく激高し、とっさに、同人を殺害しようと決意し、平成○○年3月8日午後7時ころ、同人方6畳間の押し入れの中から刃体の長さ13センチメートルのくり小刀を持ち出して携え、同所において、左手で前記Aの襟首をつかんで引き寄せながら、右手に持っていた前記くり小刀で同人の左胸部を突き刺し、同人がその場から逃げ出すや、追跡して同人方前路上でこれに追い付き、同所において、更に前記くり小刀で同人の左背部を突き刺し、よって、同人をして心臓刺切に基づく失血により即死させて殺害したものである。	The defendant, who was employed by and lived with A (62 years old at the time) at A's residence, located at 5-2-4 Yamanaka-cho, Koto-ku, Tokyo, quarreled with A after being reproached by him/her for yelling at a passerby, became outraged and immediately decided to kill A. The defendant, at about 7:00 p.m. on March 8, XXXX, in the six-mat room of A's residence, took a knife with a 13-centimeter-long blade out of a closet and held it in his right hand, seized A by the shirt collar with his left hand and stabbed A in the left-upper chest with the knife. When A attempted to run for his life, the defendant chased and overtook him/her on the road in front of the residence, stabbed A again, this time in the left-upper back. As a result, A instantly died from excessive bleeding due to puncture wounds to the heart. The defendant thus killed A. 	“被告人为A(当时62岁)所雇佣并住在东京都江东区山中町5丁目2番4号该人家里。由于被告人谩骂行人遭到A的斥责，经口角后被告人一时情绪冲动，顿时决意杀害该人，于○○年3月8日下午7时左右，被告人从A家6贴房间的壁橱里取出刃长13公分的挎刀，并在该处用左手扭住上述A的领口将其拉过来，同时以右手中的挎刀刺入该人的左胸。当A逃离该处时，被告人立即追赶并在该人的住宅前面路上赶上之后，于该处再次用上述跨刀刺入其左背。因此使该人由于心脏被刺切失血而当场死亡，以此构成杀害A的行为。	Bị cáo là người được nạn nhân A thuê và được cho ở nhờ nhà A (lúc đó 62 tuổi), địa chỉ ở số 5-2-4 Yamanaka-cho quận Koto thành phố Tokyo. Bị cáo đã cãi nhau với A vì bị A trách mắng khi bị cáo chửi mắng người qua đường. Sau đó, bị cáo tức giận và quyết ý giết chết A. Vào hồi 7 giờ tối ngày 8 tháng 3 năm........ tại căn phòng 6 chiếu của nhà A, bị cáo đã rút con dao có độ dài 13cm từ trong tủ ra, cầm dao bằng tay phải, còn tay trái nắm cổ áo A và đâm vào phía trên ngực trái. Khi A định chạy trốn, bị cáo đã đuổi theo túm được A trên đường phía trước cửa nhà của A. Bị cáo tiếp tục đâm A, lần này vào phía trên ngực trái từ phía sau. Hậu quả là A đã bị chết ngay vì mất quá nhiều máu do vết dao đâm vào tim. Như vậy bị cáo đã cố ý giết A. 
handbook-265	被告人は、かねて、東京都千代田区山中2丁目8番9号所在のスナック「隼」の店員A(当時30歳)から軽蔑の目でみられていることに憤まんの情を抱いていたところ、平成○○年8月7日午後1時30分ころ、前記「隼」において、客として、前記Aにビールを注文したにもかかわらず、同人から「今日は帰れ。」と断られた上、刺身包丁を示され、「刺すなら刺してみろ。」と言われ、小心者と馬鹿にされたものと激高し酒の酔いも加わった勢いから、とっさに、同人が死亡する危険性が高い行為と分かっていながら、持ち合わせていた登山用ナイフ(刃体の長さ10センチメートル)で、同人の右下腹部を1回突き刺し、よって同月8日午前2時5分ころ、同区北川5丁目8番8号田中病院において同人を左腎等刺切による失血のため死亡させ、もって、同人を殺害したものである。	The defendant harbored resentment toward A (30 years old at the time), an employee of a bar named "Hayabusa," located at 2-8-9 Yamanaka, Chiyoda-ku, Tokyo, as the defendant was being looked down upon by A. When the defendant visited "Hayabusa" as a customer at about 1: 30 p.m. on August 7, XXXX, A refused to serve a bottle of beer that defendant ordered, said to him, "Go home for today," and later thrust a fish knife in front of him, saying, "Stab me if you can." The defendant, indignant at being ridiculed for his timidity and, under the influence of alcohol, knowing that his act was highly likely to cause A to die, dared to stab A in the right side of his stomach with the defendant's mountain climbing knife with a blade 10 centimeters long, thereby causing A to die from excessive bleeding due to puncture wounds of his right kidney at Tanaka Hospital, located at 5-8-8 Kitagawa, Chiyoda-ku, at about 2: 05 a.m., August 8, XXXX. The defendant thus killed A. 	“被告人由于东京都千代田区山中2丁目8番9号的酒吧'隼'的店员A(当时30岁)以轻蔑的态度对待自己，一直对其抱着愤懑的感情。○○年8月7日下午1时30分左右，当被告人作为客人来到上述'隼'店里，并向上述A点要啤酒时，不料A拒绝说:‘今天回去吧!'，还拿出生鱼片菜刀说:‘你如果敢刺就试试看!’ 被告人认为对方嘲弄自己胆小而一时感情冲动，加上醉酒的势头，顿然在认识到自己的行为有可能造成A死亡的情况下，仍用随身携带的登山刀(刃长达10公分)刺入该人的右下腹部，由此使该人于同月8日上午2时零5分左右，在同区北川5丁目8番8号田中病院内，由于其左肾脏等被刺切引起的失血而死亡，从而将A杀害。”	Bị cáo vốn mang sẵn trong mình sự uất ức đối với nạn nhân A (lúc xảy ra vụ án 30 tuổi), nhân viên một quán rượu tên Hayabusa, nằm tại số 2-8-9 Yamanaka, quận Chiyoda, thành phố Tokyo bởi bị nạn nhân A coi thường. Vào lúc 1:30 chiều ngày 7 tháng 8 năm.........., bị cáo đến quán rượu Hayabusa với tư cách là khách hàng và gọi một chai bia, nhưng A đã từ chối và nói: “Hôm nay mày hãy về đi”. Sau đó A gí con dao làm cá sống trước mặt và nói: "Có giỏi đâm thử xem" khiến bị cáo tức giận vì bị coi là nhát gan và bị làm nhục, vả lại đang say rượu, mặc dù biết đó là một hành động rất nguy hiểm, nhưng vẫn dùng con dao để leo núi của mình (lưỡi dao dài 10cm) đâm một nhát vào bên phải bụng của A. Hậu quả vì mất máu quá nhiều do vết thương đâm vào thận trái, A bị chết vào lúc 2 giờ 5 phút sáng ngày 8 tháng 8 năm....... tại bệnh viện Tanaka địa chỉ 5-8- 8 Kitagawa, quận Chiyoda thành phố Tokyo. Như vậy bị cáo đã phạm tội cố sát A. 
handbook-266	被告人は、法定の除外事由がないのに、平成○○年6月7日午後7時ころ、横浜市田中町1丁目2番3号付近路上に停車していた自己所有の普通乗用自動車内において回転弾倉式けん銃1丁をこれに適合する実砲19発と共に保管して所持したものである。	On June 7, XXXX, at approximately 7:00 p.m., the defendant, in the absence of legal grounds for exceptional treatment, possessed one revolver together with nineteen. live cartridges, ammunition suitable for said revolver, by way of keeping them in his/her own ordinary passenger car parked on the street in the vicinity of 1-2-3 Tanaka-cho, Yokohama City. 	“被告人在没有法定除外事由的情况下，于○○年6月7日下午7时左右，在停于横滨市田中町1丁目2番3号附近路上的，自己所有的小轿车内，保管并持有着转轮式手枪一把，以及适合该枪实弹19发。”	Vào lúc 7 giờ tối ngày 7 tháng 6 năm......, mặc dù không có lý do ngoại lệ do luật pháp qui định, đã phát hiện ra bị cáo đã giữ một khẩu súng quay cùng 19 viên đạn thật của khẩu súng quay nói trên để bên trong chiếc xe hơi của bị cáo đậu trên đường gần khu vực 1-2-3 Tanaka-cho, thành phố Yokohama. 
handbook-267	被告人は、○○国国籍を有する外国人であり、平成○○年3月10日、同国政府発行の旅券を所持して、千葉県成田市所在の成田国際空港に上陸し、我が国に入国したが、在留期間が平成○○年4月10日までであったのに、その日までに在留期間の更新又は変更を受けないで我が国から出国せず、平成○○年5月11日まで、神奈川県大和市大和町2丁目149番地に居住し、もって、在留期間を経過して不法に本邦に残留したものである。	The defendant, who is a foreigner with a nationality of Country ______ , while carrying his/her passport issued by the Government of ______ , landed at Narita International Airport, located in Narita City, Chiba Prefecture, and entered Japan on March 10, XXXX. While he/she was allowed to stay in Japan until April 10, XXXX, he/she did not have the period extended or changed, nor depart Japan by that date. The defendant thus stayed at 2-149 Yamato-cho, Yamato City, Kanagawa Prefecture, until May 11, XXXX, and accordingly he/she unlawfully overstayed in Japan exceeding the period allowed. 	“被告人为拥有○○国籍的外国人，于○○年3月10日，携带其本国政府颁发的护照，从位于千叶县成田市的成田国际机场登陆进入我国。尽管其居留期限为○○年4月10日，但被告人既没有在该日之前办理延长或变更其居留期限的手续，也没有离开我国，到○○年5月11日为止，一直居住于神奈川县大和市大和町2丁目149番地，以此构成超过居留期限而非法残留于本国的行为。	Bị cáo là người ngoại quốc có quốc tịch..........., mang theo hộ chiếu do nước đó cấp vào Nhật Bản ngày 10 tháng 3 năm......... đến sân bay quốc tế Narita, thành phố Narita, tỉnh Chiba. Thời gian được phép lưu lại ở Nhật đến ngày 10 tháng 4 năm …….., nhưng bị cáo đã không rời Nhật vào đúng thời hạn qui định, mà còn ở lại Nhật cho đến ngày 11 tháng 5 năm ......... tại địa chỉ 2-149 Yamato-cho thành phố Yamato tỉnh Kanagawa mà không hề gia hạn thời hạn lưu trú. Như vậy bị cáo đã lưu trú quá hạn bất hợp pháp tại Nhật Bản. 
handbook-268	被告人両名は、共謀の上、平成○○年3月4日午後零時45分ころ、東京都豊島区北山町1番2号株式会社北山池袋店において、同店店長A管理のシャープペンシル38本など合計84点(定価合計3万0850円相当)を窃取したものである。	The two defendants, after conspiring with each other, on March 4, XXXX, at approximately 12: 45 p.m., at the Ikebukuro store of Kitayama, Inc., located at 1-2 Kitayama-cho, Toshima-ku, Tokyo, stole a total of 84 items that were under the control of A, the manager of the store, (priced at 30,850 yen in total) including 38 mechanical pencils. 	“被告人两名在共谋之下，于○○年3月4日下午零时45分左右，在东京都丰岛区北山町1番2号股份有限公司北山池袋店内，窃取了由该店店长A管理的自动铅笔38支等共计84件商品(定价合计相当于3万零850日元)。	Hai bị cáo đã bàn tính với nhau, vào hồi 12 giờ 45 chiều ngày 4 tháng 3 năm........., lấy cắp 84 món hàng tại chi nhánh Ikebukuro của cửa hàng Kitayama ở 1-12 Kitayama-cho quận Toshima, thành phố Tokyo. Quản lý cửa hàng này là ông A. Tổng trị giá của 84 món hàng bị lấy cắp là 30.850 yen, trong số này có 38 bút máy chì. 
handbook-269	被告人名は、共謀の上、平成○○年3月4日午後4時54分ころ、東京都台東区山下町1番2号付近路上で、被告人Xにおいて、通行中のA(当時30歳)が右肩に掛けていたショルダーバッグ内から、同人所有の現金4万3759円及びキャッシュカード等6点在中の札入れ1個(時価約1万円相当)を抜き取って、これを窃取したものである。	The two defendants, after conspiring with each other, on March 4, XXXX, at approximately 4:54 p.m., on the street around 1-2 Yamashita-cho, Taito-ku, Tokyo, stole property of A (30 years old at the time) who happened to be passing by the place, in the manner that the defendant X stole out of the shoulder bag hanging from A's right shoulder, one (1) wallet (valued at 10,000 yen), containing 43,759 yen in cash and six (6) items including a cash card, all owned by A. 	“被告人两名在共谋之下，于○○年3月4日下午4时54分左右，在东京都台东区山下町1番2号附近路上，由被告人X从行人A(当时30岁)挂在右肩上的挎包里抽出了一只属于该人所有的，内有现金4万3759日元及现金卡等6张物品的钱包(时价相当于约1万日元)，并将之窃取。”	Hai bị cáo đã bàn tính với nhau, vào hồi 4 giờ 54 chiều ngày 4 tháng 3 năm........., trên đường phố trong khu vực 1-2 Yamashita-cho quận Taito thành phố Tokyo, bị cáo X đã lấy từ túi xách mà nạn nhân A đeo vai bên phải một chiếc ví (trị giá 10.000 yen) trong đó đựng 43.759 tiền mặt và 6 thứ khác bao gồm 1 thẻ rút tiền ngân hàng của nạn nhân A (vào thời điểm xảy ra vụ án là 30 tuổi) là một người tình cờ đi ngang đó. 
handbook-270	被告人は、平成○○年3月4日午後2時ころ、東京都千代田区北山町3番6号A方前路上において、Xに対し、「明日はこの家は留守になる。裏の戸はいつも開いているから、何か金目のものを取ってこい。」と申し向けて前記A方から金品を窃取するようにそそのかし、Xをしてその旨決意させ、よって、同月5日午後3時ころ、前記A方において、同人所有の腕時計1個(時価20万円相当)を窃取するに至らせ、もって、窃盗の教唆をしたものである。	The defendant, on the road in front of A's residence, located at 3-6 Kitayama-cho, Chiyoda-ku, Tokyo, at about 2:00 p.m., March 4, XXXX, induced X to steal money and property from A's residence, by stating, "All the people in this house will be out tomorrow. The backdoor is always open. Go and steal some money or valuables." The defendant thus made X decide to steal, thereby actually having him/her steal one (1) wristwatch (valued at 200,000 yen) owned by A at A's residence at about 3:00 p.m. on March 5, XXXX. Thus, the defendant induced X to commit theft. 	“被告人于OO年3月4日下午2时左右，在东京都千代田区北山町3番6号A家前路上，指使X说:‘明天这家人外出，后门一直都开着的，你去拿些值钱的东西来!'，唆使X从上述A家里窃取钱财，使X决意进行上述行为。于是X于同月5日下午3时左右，在上述A家窃取了A所有的手表一只(时价相当于20万日元)，从而构成了教唆盗窃的行为。”	Vào hồi 2 giờ chiều ngày 4 tháng 3 năm......, tại đường phố phía trước cửa nhà của nạn nhân A nằm tại số 3-6 Kitayama-cho, quận Chiyoda thành phố Tokyo, bị cáo đã xúi giục X lấy cắp tiền và tài X sản của A bằng cách nói với X rằng: “Ngày mai cả nhà này sẽ đi vắng, cửa sau lúc nào cũng mở. Vào mà lấy những đồ có giá trị”. Sau khi được biết vậy, X quyết định lấy cắp. Và X đã lấy một chiếc đồng hồ đeo tay (trị giá 200.000 yen) của A tại nhà A vào hồi 3 giờ chiều ngày 5 tháng 3 năm....... Như vậy bị cáo đã phạm tội xúi giục lấy cắp. 
handbook-271	被告人は、Xが、平成○○年3月4日午後3時ころ、東京都千代田区北山町3番6号A方において腕時計1個(時価20万円相当)を窃取するに際し、A方前路上でXのため、見張りをし、もって、同人の犯行を容易ならしめてこれを幇助したものである。	When X stole one (1) wristwatch (worth 200,000 yen) from A's residence, located at 3-6 Kitayama-cho, Chiyoda-ku, Tokyo, at about 3:00 p.m., March 4, XXXX, the defendant kept watch for X on the road in front of A's residence, thereby assisting X in committing theft. 	“被告人，当X于○○年3月4日下午3时左右在东京都千代田区北山町3番6号A家里盗窃一只手表(时价相当于20万日元)时，在A家前路上为X担任警戒，使该人易于进行上述犯罪行为，从而构成帮助犯罪的行为。	Khi X lấy cắp chiếc đồng hồ đeo tay (trị giá 200.000 yen) từ nhà của nạn nhân A ở số 3-6 Kitayama-cho, quận Chiyoda thành phố Tokyo, vào hồi 3 giờ chiều ngày 4 tháng 3 năm......, thì bị cáo đã canh chừng cho X trên đường phía trước nhà của A. Như vậy bị cáo đã phạm tội tiếp tay cho X thực hiện việc lấy cắp. 
handbook-272	判示第1の事実について	Regarding the first part of the facts 	关于判决所示第1的事实	Về hành vi thứ nhất 
handbook-273	被告人の当公判廷における供述	Statement of the defendant at trial 	被告人于本公审法庭所作的供词	Lời khai của bị cáo trước tòa này 
handbook-274	被告人の検察官に対する平成○○年2月15日付け供述調書	Written statement of the defendant dated February 15, XXXX, given before the public prosecutor 	被告人于OO年2月15日对检察官所作的供述笔录	Biên bản lời khai của bị cáo đề ngày 15 tháng 2 năm...... trước các kiểm sát viên 
handbook-275	証人Aの当公判廷における供述	Testimony of Witness A at trial 	证人A在本公审法庭所作的证词	Lời chứng của nhân chứng A trước tòa này 
handbook-276	Bの検察官に対する供述調書	Written statement of B given before the public prosecutor 	B对检察官所作的供述笔录	Biên bản lời khai của B trước các kiểm sát viên 
handbook-277	Cの司法警察員に対する供述調書(謄本)	Written statement of C given before the judicial police officer (copy) 	C对司法警察员所作的供述笔录(誊本)	Biên bản lời khai của C trước nhân viên cảnh sát tư pháp (bản sao) 
handbook-278	D作成の被害届	Victim's report completed by D 	D书写的被害申报书	Đơn thưa thiệt hại do D thực hiện 
handbook-279	司法警察員作成の実況見分調書	On-site inspection report completed by the judicial police officer 	司法警察员所作的现场勘验·检查笔录	Bản báo cáo tình trạng hiện trường do nhân viên cảnh sát tư pháp thực hiện 
handbook-280	司法巡査作成の平成○○年1月22日付け捜査報告書	Investigative report dated January 22, XXXX, completed by the judicial police constable 	司法巡查于OO年1月22日所作的侦查报告书	Bản báo cáo điều tra đề ngày 22 tháng 1 năm....... do cảnh sát tuần tra tư pháp thực hiện 
handbook-281	鑑定人E作成の鑑定書	Written expert opinion completed by Expert Witness E 	鉴定人E作成的鉴定书	Bản giám định do chuyên gia giám định E thực hiện 
handbook-282	押収してある覚せい剤1袋(平成○○年押第○○号の1)	One plastic bag of a stimulant drug seized by this court (Seized Article No. XX-1 of XXXX) 	已扣押的兴奋剂一袋(○○年押第○○号之1)	1 túi đựng chất kích thích do tòa tạm giữ (vật thu giữ số OO -1 năm...........) 
handbook-283	○○地方検察庁で保管中のけん銃1丁(平成○○年○地領第○○号の1)	One handgun (Retained Article No. XX-1 of XXXX) kept in custody at the ______ District Prosecutors Office 	由○○地方检察院保管中的手枪一把(○○年○地领第○○号之1)	1 khẩu súng ngắn (vật thu giữ số OO -1 năm...........) do văn phòng Viện kiểm sát đang giữ 
handbook-284	分離前の相被告人Yの当公判廷における供述	Statement of Codefendant Y at this court, made before separation of proceedings 	分开审理前的同案被告人Y在本公审法庭所作的供词	Lời khai của đồng phạm Y tại tòa này trước khi chuyển sang xét xử riêng rẽ 
handbook-285	第3回公判調書中の証人Aの供述部分	Recorded testimony of A in the 3rd trial record 	第3次公审笔录中的证人A所作的证词部分	Một phần lời chứng của nhân chứng A, ghi lại trong biên bản của phiên xét xử thứ 3 
handbook-286	証人Cに対する当裁判所の尋問調書	Recorded testimony of C in the examination before this court 	本法院对证人C进行的询问笔录	Biên bản chất vấn đối với nhân chứng C trước tòa này 
handbook-287	証人Dに対する受命裁判官の尋問調書	Recorded testimony of D in the examination before the authorized judge 	受命审判官对证人D进行的询问笔录	Biên bản chất vấn đối với nhân chứng D của thẩm phán thụ mệnh (thẩm phán nhận mệnh lệnh từ chánh án) 
handbook-288	当裁判所の検証調書	Record of inspection by this court 	本法院的验证笔录	Bản kiểm chứng bắt buộc do tòa thực hiện 
handbook-289	医師F作成の診断書	Medical report completed by Physician F 	医生F作成的诊断书	Biên bản kiểm tra y tế do bác sĩ F thực hiện
handbook-290	被告人は、平成○○年3月26日○○簡易裁判所で窃盗罪により懲役8月に処せられ、平成○○年11月26日その刑の執行を受け終わったものであって、この事実は検察事務官作成の前科調書によってこれを認める。	According to the criminal record of the defendant prepared by the public prosecutor's assistant officer, the court finds that the defendant was sentenced by the Summary Court to eight months imprisonment with work for theft on March 26, XXXX, and completed the prison term on November 26, XXXX. 	“被告人因盗窃罪于○○年3月26日被○○简易法院判处有期徒刑8个月，已于○○年11月26日将上述刑期执行完毕。本事实根据检察事务官作成的前科笔录予以认定。”	Tòa thừa nhận rằng: theo biên bản tiền án do kiểm sát viên thực hiện thì bị cáo đã bị tòa tiểu hình...... kết án 8 tháng tù giam phải lao động vì tội trộm cắp vào ngày 26 tháng 3 năm..... và đã mãn hạn tù vào ngày 26 tháng 11 năm... 
handbook-291	被告人は、平成○○年3月10日○○地方裁判所で傷害罪により懲役1年に処せられ、その裁判は同月25日確定したものであって、この事実は検察事務官作成の前科調書によってこれを認める。	According to the criminal record of the defendant prepared by the public prosecutor's assistant officer, the court finds that the defendant was sentenced by the ______ District Court to one year imprisonment with work for injury on March 10, XXXX, and the judgment became final and binding on March 25, XXXX.	“被告人因伤害罪于○○年3月10日被○○地方法院判处有期徒刑1年，此判决已于同月25日发生法律效力。本事实根据检察事务官作成的前科笔录予以认定。”	Tòa thừa nhận rằng: theo biên bản tiền án do kiểm sát viên thực hiện thì bị cáo đã bị tòa sơ thẩm.... tuyên án 1 năm tù giam phải lao động vì tội gây thương tích cho người khác vào ngày 10 tháng 3 năm......, và án này đã thành án chung thẩm ngày 25 tháng 3 năm..... 
