id	source_japanese	llama_english	llama_chinese	llama_vietnamese
handbook-265	被告人は、かねて、東京都千代田区山中2丁目8番9号所在のスナック「隼」の店員A(当時30歳)から軽蔑の目でみられていることに憤まんの情を抱いていたところ、平成○○年8月7日午後1時30分ころ、前記「隼」において、客として、前記Aにビールを注文したにもかかわらず、同人から「今日は帰れ。」と断られた上、刺身包丁を示され、「刺すなら刺してみろ。」と言われ、小心者と馬鹿にされたものと激高し酒の酔いも加わった勢いから、とっさに、同人が死亡する危険性が高い行為と分かっていながら、持ち合わせていた登山用ナイフ(刃体の長さ10センチメートル)で、同人の右下腹部を1回突き刺し、よって同月8日午前2時5分ころ、同区北川5丁目8番8号田中病院において同人を左腎等刺切による失血のため死亡させ、もって、同人を殺害したものである。	The defendant, having harbored a grudge against A, a 30-year-old employee at the izakaya "Taka" in Yamanaka 2-chome 8-ban 9-go, Chiyoda-ku, Tokyo, who had looked down on the defendant with contempt, became enraged when A refused to serve them a beer and instead showed the defendant a sharp knife, saying "Leave now" and "Go ahead and stab me if you dare," treating the defendant like a coward. In a fit of rage fueled by intoxication, the defendant was aware that the actions they were about to take could be fatal, yet they suddenly stabbed A in the lower right abdomen with a 10-centimeter-long mountain climbing knife the defendant had on their person. As a result, A died from severe blood loss due to a stab wound in the left kidney at Tanaka Hospital, 8-ban 8-go, Kita-Aoyama 5-chome, Chiyoda-ku, Tokyo at around 2:05 am on August 8.	本告人早前因被东京都千代田区山中2丁目8番9号的酒吧「隼」的职员A（当时30岁）轻蔑的眼神而怀恨在心，平成○○年8月7日下午1点30分左右，在前述的酒吧里，本人作为顾客，尽管向A点了一杯啤酒，但却被A说「今天你可以离开了。」，并秀出剔骨刀，说道「如果你敢刺的话就刺试试吧。」，由于被当作懦弱和愚蠢的对象而感到愤怒，醉酒的情绪也推波助澜，于是当即，本人即使明知会导致他人死亡的危险性，却杀意满满地用随身携带的登山刀（刀锋长度10厘米），对A右下腹刺了一刀，由于当时该行为刺激使A左肾等组织切割出血，导致其于同月8日上午2点5分左右在同区北川5丁目8番8号的田中医院不治身亡。	Bị cáo trước đây đã bị nhân viên A (khi đó 30 tuổi) của quán rượu "Hawk" ở địa chỉ 8-9 Yamanaka 2-chome, Chiyoda-ku, Tokyo miệt thị, nên đã chứa mối hận thù. Vào khoảng 13 giờ 30 ngày 7 tháng 8 năm Heisei, tại quán rượu "Hawk ", bị cáo, với tư cách là khách hàng, đã đặt đơn hàng bia nhưng bị A từ chối và bị chỉ trích bằng dao gọt cá, bị miệt thị là người nhút nhát và đần độn. Trong cơn tức giận và say rượu, bị cáo đã lấy con dao gấp của mình (chiều dài lưỡi dao 10cm) và đâm A vào bụng dưới phải một lần. Bị cáo đã biết hành động này có thể gây tử vong cho A nhưng vẫn thực hiện. Và vào khoảng 2 giờ 5 ngày 8 tháng 8, A đã tử vong vì mất máu tại bệnh viện Tanaka ở 8-8 Kitanaka 5-chome, Chiyoda-ku do vết thương ở thận trái.
handbook-266	被告人は、法定の除外事由がないのに、平成○○年6月7日午後7時ころ、横浜市田中町1丁目2番3号付近路上に停車していた自己所有の普通乗用自動車内において回転弾倉式けん銃1丁をこれに適合する実砲19発と共に保管して所持したものである。	The defendant, without lawful excuse, possessed and stored one revolver with 19 rounds of live ammunition, in a privately owned and regularly licensed passenger car, which was parked on the street near 1-2-3, Tanaka-cho 1-chome, in Yokohama city, on June 7, Heisei year, around 7:00 p.m.	被告在没有法定的排除事由的情况下，于平成○○年6月7日下午7时许，于横滨市田中町1丁目2番3号附近路面所停放的自己所有的一般乘用汽车内保管所持了1把转轮式手枪和19发实弹。	Bị cáo đã có hành vi cất giữ và sử dụng trái phép một vũ khí, cụ thể là súng ngắn nòng xoay, cùng 19 viên đạn thích hợp tại trong xe ô tô của mình khi xe đang đậu gần địa chỉ 2-3, phường 1, quận Trung, thành phố Yokohama vào khoảng 7h tối ngày 7/6, trong khi không có lý do chính đáng để được miễn trừ theo quy định của pháp luật về việc cất giữ và sử dụng vũ khí.
handbook-267	被告人は、○○国国籍を有する外国人であり、平成○○年3月10日、同国政府発行の旅券を所持して、千葉県成田市所在の成田国際空港に上陸し、我が国に入国したが、在留期間が平成○○年4月10日までであったのに、その日までに在留期間の更新又は変更を受けないで我が国から出国せず、平成○○年5月11日まで、神奈川県大和市大和町2丁目149番地に居住し、もって、在留期間を経過して不法に本邦に残留したものである。	The defendant, a national of ○○ country, entered Japan on March 10, ○○, with a valid passport issued by the government of ○○ country and landed at Narita International Airport in Chiba Prefecture, with a permitted stay until April 10, ○○. However, the defendant failed to leave Japan by the end of the permitted stay, nor did they renew or change their stay status, and remained in Japan until May 11, ○○, residing at 149 2-chome, Yamato-cho, Yamato-shi, Kanagawa Prefecture, thereby overstaying their permitted stay and remaining in Japan illegally.	被告人系○○国国籍外国人，于平成○○年3月10日持有该国政府签发的护照，在千叶县成田市成田国际机场入境，因限于平成○○年4月10日止期限内未依规定手续延长或变更停留期限，未出国而非法滞留于本国，于平成○○年5月11日止，居住于神奈川县大和市大和町2丁目149号。	Bị cáo có quốc tịch ○○, vào ngày 10 tháng 3 năm平成 ○○, bị cáo đã nhập cảnh vào Nhật Bản thông qua Sân bay Quốc tế Narita ở thành phố Narita, tỉnh Chiba, nhập cảnh vào Nhật Bản bằng hộ chiếu do chính phủ nước đó cấp và có thời gian lưu trú đến ngày 10 tháng 4 năm平成 ○○. Tuy nhiên, bị cáo đã vượt quá thời gian lưu trú mà không được gia hạn hoặc thay đổi thời gian lưu trú, và từ biệt không rời khỏi Nhật Bản cho đến ngày 11 tháng 5 năm平成 ○○ và cư trú tại địa chỉ 149 丁目 2, Ōsuka, thành phố Yamato, tỉnh Kanagawa.
handbook-268	被告人両名は、共謀の上、平成○○年3月4日午後零時45分ころ、東京都豊島区北山町1番2号株式会社北山池袋店において、同店店長A管理のシャープペンシル38本など合計84点(定価合計3万0850円相当)を窃取したものである。	The defendants both conspired to steal 38 Sharp pencils and 84 other items (total value approximately 30,850 yen) under the management of store manager A at Kitayama Ikebukuro store, located at 1-2 Kita-yama-machi, Toshima-ku, Tokyo on March 4, Heisei XX, around 12:45 pm.	两名被告人勾结，于平成○○年3月4日本午零点四十五分左右，在东京都丰岛区北山町1番2号北山池袋公司店，窃取了该店店长A管理的共计84点（总价为3万0850日元）商品，包括38支夏普的钢笔；	Bị cáo hai người đã thông đồng, vào ngày 4 tháng 3 năm平成○○, khoảng 0h45 giờ chiều, tại công ty Bắc Sơn cửa hàng池袋 nằm ở địa chỉ 1-2 Thị trấn Bắc Sơn, quận Toshima, Tokyo, đã đánh cắp 38 chiếc bút chì nhọn và các mặt hàng khác gồm 84 điểm (có giá trị tương đương 3.085.000 ¥) thuộc quyền kiểm soát của người quản lý cửa hàng A
handbook-269	被告人名は、共謀の上、平成○○年3月4日午後4時54分ころ、東京都台東区山下町1番2号付近路上で、被告人Xにおいて、通行中のA(当時30歳)が右肩に掛けていたショルダーバッグ内から、同人所有の現金4万3759円及びキャッシュカード等6点在中の札入れ1個(時価約1万円相当)を抜き取って、これを窃取したものである。	The defendant, in conspiracy, on around March 4, Heisei ○○ year, at approximately 4:54 PM, in the vicinity of 1-2 Yamashita-cho, Taito-ku, Tokyo, did steal one wallet containing approximately ¥40,000 worth of cash, a cash card among six points of valuables belonging to A (at the time 30 years old), which had been hanging from his right shoulder in the shoulder bag while A was passing by.	被告人的行径是，共同合谋后，于平成XX年3月4日下午4时54分左右，在东京都台东区山下町一丁目二号附近的路面上，被告人X在行走中的A（当时30岁）为了将右肩上的背包，里面的A所有的4万3759日元现金和6张在内的存折被拔出，并且窃取了此物品（价值相当于1万元）。	Bị cáo đã thông đồng nhau vào khoảng 16 giờ 54 phút ngày 4/3/Năm, tại khu vực đường bộ gần địa chỉ 1-2 Yamashita, quận Taito, thành phố Tokyo, khi A (31 tuổi tại thời điểm đó), đang đi đường thì rút khỏi túi xách trên vai bên phải của A một túi tiền chứa 43.759 yên tiền mặt và 6 tấm thẻ ATM (tương đương khoảng 10.000 yên), và lấy trộm số tài sản này.
handbook-270	被告人は、平成○○年3月4日午後2時ころ、東京都千代田区北山町3番6号A方前路上において、Xに対し、「明日はこの家は留守になる。裏の戸はいつも開いているから、何か金目のものを取ってこい。」と申し向けて前記A方から金品を窃取するようにそそのかし、Xをしてその旨決意させ、よって、同月5日午後3時ころ、前記A方において、同人所有の腕時計1個(時価20万円相当)を窃取するに至らせ、もって、窃盗の教唆をしたものである。	On March 4, 20**, at around 2:00 pm, in front of A's house located at 3-6 Kita-yamate-cho, Chiyoda-ku, Tokyo, the defendant secretly instigated X to commit theft by saying, "Tomorrow, this house will be unattended. The back door is always open, so take something valuable." As a result, on March 5, 20**, at around 3:00 pm, X stole one wristwatch (valued at approximately 2 million yen) belonging to A from the said location, thereby committing the crime of instigating theft.	被告于平成○○年3月4日下午2时许，在东京都千代田区北山町3番6号甲方向前路上，对X说：“明天家里都不在，后门原本就没锁，你可以进去拿些值钱的东西。”并且唆使Y盗窃甲方向的财物，使Y决心实施偷盗，导致同月5日下午3时许，甲方向Y盗取价值20万円的手表一只，由此行为教唆犯了偷盗罪。	Bị cáo đã vào ngày 4 tháng 3 năm ○○, khoảng 2 giờ chiều, tại khu phố Bắc Sơn, quận Chiyoda, thành phố Tokyo, trước cửa nhà A, đã nói với X: "Ngày mai nhà này sẽ bỏ trống. Cửa sau thường mở nên hãy lấy những thứ có giá trị." như vậy, đã xúi giục X lấy tài sản khỏi nhà A, và do đó, vào ngày 5 tháng 3, khoảng 3 giờ chiều, tại nhà A, đã khiến X lấy trộm một chiếc đồng hồ đeo tay thuộc sở hữu của người đó (trị giá khoảng 20 triệu yên), và do đó, bị cáo đã cấu kết để thực hiện hành vi trộm cắp.
handbook-271	被告人は、Xが、平成○○年3月4日午後3時ころ、東京都千代田区北山町3番6号A方において腕時計1個(時価20万円相当)を窃取するに際し、A方前路上でXのため、見張りをし、もって、同人の犯行を容易ならしめてこれを幇助したものである。	The defendant aided and abetted X in the theft of a wristwatch worth 200,000 yen by standing watch for X in front of A's location at 3:00 PM on March 4, XX, in Kita-yama-machi 3-ban 6-go, Chiyoda-ku, Tokyo, thereby facilitating the commission of the crime by X.	被告人涉嫌在于X於平成××年三月四日下午三時左右，於東京都千代田區北山町3-6號A處竊盜腕錶一只（價值約20萬日元），當時該人在A處前的道路上替X望風、放哨，幫助實施竊盜。	被告人 đã hỗ trợ cho người bị X, vào khoảng 15 giờ ngày 4 tháng 3 năm Heisei ○○, tại A, 3-6 Kita-yama, 3 Chome, Chiyoda-ku, Tokyo, người này đã đánh cắp một chiếc đồng hồ đeo tay có giá trị tương đương 20 triệu Yên, và người này đã canh gác trước nhà của A, trên đường ở phía trước, và người này đã tạo điều kiện thuận lợi cho việc thực hiện hành vi phạm tội của người bị X.
handbook-276	Bの検察官に対する供述調書	Statement of B to the prosecutor	B的供词证词	Bên B danh sách câu hỏi trong phiên tòa
handbook-277	Cの司法警察員に対する供述調書(謄本)	Transcript of Statement by Mr./Ms. C to the Judicial Police Officer	抄本：C向司法警察员的陈述笔录	Biên bản khai của C đối với cán bộ cảnh sát tư pháp (bản sao)
handbook-278	D作成の被害届	"A damage report filed by D"	D编写的受害者报告	Tố cáo về thiệt hại do D gây ra
handbook-283	○○地方検察庁で保管中のけん銃1丁(平成○○年○地領第○○号の1)	One pistol (Suri No. ○○ of Heisei ○○ year ○○ Chi-Kingu number ○○-1 now stored at the ○○ District Public Prosecutors Office)	XX地方检察院存放的1支枪（平成○○年○地领第○○号的1）	Ít nhất một khẩu súng mà được lưu giữ tại Viện công tố địa phương ○○ (đăng ký số ○○ ngày ○○ tháng ○○ năm ○○)
handbook-290	被告人は、平成○○年3月26日○○簡易裁判所で窃盗罪により懲役8月に処せられ、平成○○年11月26日その刑の執行を受け終わったものであって、この事実は検察事務官作成の前科調書によってこれを認める。	The defendant was sentenced to 8 months' imprisonment for theft at the ○○ Summary Court on March 26, Heisei ○○, and completed serving the sentence on November 26, Heisei ○○, as confirmed by the certified copy of the judicial records submitted by the public prosecutor.	被告人于平成○○年3月26日因盗窃罪在○○简易法院被判处有期徒刑8个月，于平成○○年11月26日刑罚执行完毕，这一事实由检察事务官制作的前科调查表予以确认。	Bị cáo đã bị Toà án sơ thẩm xử phạt tù 8 tháng về tội trộm cắp tài sản ngày 26 tháng 3 năm Heisei ○○ tại Toà án sơ thẩm ○○ và đã chấp hành xong hình phạt này vào ngày 26 tháng 11 năm Heisei ○○ như được chứng minh bằng lý lịch tư pháp do công tố viên lập.
handbook-291	被告人は、平成○○年3月10日○○地方裁判所で傷害罪により懲役1年に処せられ、その裁判は同月25日確定したものであって、この事実は検察事務官作成の前科調書によってこれを認める。	The defendant was sentenced to one year imprisonment for injury in ○○ District Court on March 10, XXXX, and the judgment became final on the 25th of the same month, which is confirmed by the record of prior convictions prepared by the public prosecutor's office.	被告人于平成○○年3月10日被○○地方裁判所以伤害罪判处有期徒刑1年，该判决于同月25日生效，这一事实由检察官制作的犯罪记录证明。	Bị cáo đã bị Tòa án quận ○○ kết án 1 năm tù về tội gây thương tích vào ngày 10 tháng 3 năm ○○ theo hệ thống niên đại平成, và bản án đã có hiệu lực từ ngày 25 tháng 3 cùng năm. Sự thật này được xác nhận qua bản kỷ luật được thực hiện bởi công tố viên.
handbook-292	被告人の判示所為は刑法199条に該当するところ、所定刑中有期懲役刑を選択し、その刑期の範囲内で被告人を懲役8年に処し、同法21条を適用して未決勾留日数中120日をその刑に算入し、押収してある刺身包丁1本(平成○○年押第○○号の1)は判示犯行の用に供した物で被告人以外の者に属しないから、同法19条1項2号、2項本文を適用してこれを没収し、訴訟費用は、刑事訴訟法181条1項ただし書を適用して被告人に負担させないこととする。	The defendant's actions fall under Article 199 of the Penal Code, and choosing a fixed-term imprisonment from the specified punishment, the defendant is sentenced to 8 years in prison, and 120 days of pre-trial detention will be included in the sentence in accordance with Article 21, and the seized sashimi knife (item 1 of 1999 Confiscation No. ○○) was used for the offend and does not belong to anyone other than the defendant, so it will be confiscated under Article 19, Section 1, Clause 2 and Section 2, and the defendant will be exempt from paying trial costs in accordance with Article 181, Section 1 of the Code of Criminal Procedure.	被告人的行为构成刑法第一百九十九条之罪，裁定适用法定刑中的有期徒刑，定其刑期于八年不等，根据刑法第二十一条计算未决羁押日数其中一百二十日予以折抵，并追缴被告人所有用于犯罪的物品一份刺身包丁(平成○○年押第○○号的1)，根据刑法第一百九十九条第一项第二项、第二项的规定，该物品由被告人所有没有转让其他人，因而予以没收，诉讼费由国家承担。	Bị cáo phạm tội quy định tại Điều 199 Bộ luật hình sự, có căn cứ áp dụng hình phạt tù có thời hạn, được chọn phạm vi hình phạt, xử phạt bị cáo 8 năm tù; áp dụng Điều 21 Bộ luật hình sự về việc trừ thời gian bị tạm giam, tạm giữ để trừ phần đã chấp hành xong; hình thức phạt bổ sung là bị cáo bị tịch thu chiếc dao thái lát (Biên bản ngày...) vì những hành vi vi phạm khác không thuộc về bị cáo; chi phí tố tụng sẽ không buộc bị cáo phải chịu do không đủ điều kiện áp dụng khoản 1 Điều 181 Bộ luật tố tụng hình sự.
handbook-293	本件は、Y国国民である被告人が、定められた在留期間を越えて不法に我が国に残留したという事案である。	The case at hand involves the defendant, a national of country Y, who remained in our country illegally beyond the stipulated period of stay.	本案是一起外国人在留期限届满后未离境、非法滞留的案件，最终被告人是Y国公民。	Vụ việc này liên quan đến người bị cáo buộc là công dân của nước Y, người đã ở lại nước ta bất hợp pháp sau khi hết thời hạn lưu trú đã định.
handbook-294	被告人が我が国に不法に残留した期間が2年余りの長期であることなどに照らすと、被告人の刑事責任は重い。	The defendant's criminal liability is heavy considering, among other things, that the defendant had been illegally staying in this country for over two years.	被告人非法滞留我国已逾两年的时间较长，应当确认被告人的刑事责任较重。	当 bị cáo đã ở lại nước tôi bất hợp pháp trong một thời gian dài quá 2 năm, như vậy trách nhiệm hình sự của bị cáo là nặng.
handbook-295	他方で、被告人は、本件犯行について反省の態度を示し、今後は、本国に帰って、まじめな生活を送りながら、立ち直っていくことを誓っていること、被告人と生活を共にしていた婚約者が、被告人の本国で被告人と結婚して共に生活する気持ちでおり、被告人に対する寛大な処罰を訴えていることなど、被告人にとって酌むべき事情もある。	On the other hand, the defendant has shown a reflective attitude towards the crime, and has sworn to return to their home country and start anew by leading a sincere life, and has a fiancé(e) who shares their life and is willing to marry the defendant in their home country and live together, who has also appealed for a lenient punishment for the defendant, among other mitigating circumstances.	另一方面，被告人对本案亦有反省的态度，并且保证回国后愿意过严肃认真的生活，并重新振作等等，对被告人来说有可酌情从寛的情况。	Mặt khác, bị cáo đã thể hiện thái độ ăn năn về hành vi phạm tội trong vụ án này và tuyên thệ sẽ trở về quốc gia của mình, sống một cuộc sống nghiêm túc và từng bước phục hồi; người hôn thê của bị cáo đã sống cùng nhau đã thể hiện ý định kết hôn và chung sống cùng bị cáo ở quốc gia của bị cáo và yêu cầu đối xử khoan hồng với bị cáo,... từ đó cũng có các tình tiết để xem xét đối với bị cáo.
handbook-296	そこで、これらの事情を総合して主文のとおり刑を量定した。	The sentence was determined as stated in the main judgment, taking all these circumstances into consideration.	综上所述，根据以下情况综合考虑，判决结果如下。	総合 tất cả những tình tiết trên để quyết định hình phạt theo như phần trích dẫn quyết định ở trên.
handbook-297	本件控訴の趣意は、弁護人甲作成名義<検察官乙提出>の控訴趣意書記載のとおりであり、これに対する答弁は、検察官乙作成名義<弁護人甲作成名義>の答弁書記載のとおりであるから、これらを引用する。	The grounds for the current appeal are as stated in the written appeal filed by Defense Counsel A (submitted by Prosecutor B), and the rebuttal is as stated in the written rebuttal prepared by Prosecutor B (prepared by Defense Counsel A).	本件上诉的诉求是根据辩护人甲签名的检察官乙递交的上诉状载明的内容，而对此的答辩内容载于检察官乙签名并由辩护人甲签名的答辩状中，此外不再重述。	Nội dung kháng cáo này được nêu giống như nội dung đã được ghi trong bản kháng cáo do Luật sư A soạn thảo và công tố viên B trình lên, còn nội dung trả lời đối với kháng cáo đó được nêu giống như nội dung đã được ghi trong bản trả lời do công tố viên B soạn thảo và luật sư A trình lên.
handbook-299	所論は、要するに、被告人には、本件輸入に係る物品が覚せい剤であるとの認識がなかったのであるから、被告人にその認識があったとして覚せい剤輸入の罪の成立を認めた原判決には、判決に影響を及ぼすことが明らかな事実の誤認があるというのである。	In essence, the argument is that since the defendant had no awareness that the goods imported in this case were stimulants, the original judgment that found the defendant guilty of importing stimulants, assuming that the defendant had such awareness, contained a mistaken recognition of a fact that obviously influenced the verdict.	被告人的辩护意见实质上是说，被告人并没有认识到本次进口的相关物品是甲基苯丙胺，因为被告人缺乏这种认识，所以原审判决认为被告人有甲基苯丙胺进口罪成立是存在明显的事实错误。	Luận tội cho rằng, thực chất, bị cáo không nhận thức được rằng hàng hóa nhập khẩu trong vụ việc là ma túy, vì vậy, bản án gốc đã chấp nhận tội danh nhập khẩu ma túy với giả định rằng bị cáo nhận thức được điều này, là một sự nhầm lẫn về sự kiện ảnh hưởng đến án phạt.
handbook-300	しかし、原判決挙示の各証拠によると、被告人は、本件に至るまで、貨物船○○の船員として約20回日本国と○○国との間を往復している者である上、○○国において船員としての教育を受けるに当たり、覚せい罪等の密輸が禁止されていることや関税関係法規等についての知識を得ていることが認められるから、覚せい剤が概ねどのような物品であるかを承知していたと推認されるところである。	However, based on the evidence presented in the original judgment, it is acknowledged that the defendant, having worked as a crew member on the cargo ship ○○ for approximately 20 round trips between Japan and ○○, had knowledge of the prohibition on smuggling narcotics and other substances, as well as relevant customs regulations, gained through their education and training as a crew member in ○○, and it can be inferred that they were aware of the general nature of the stimulant drugs.	但是，根据原审判决中举出的各项证据，被告人在案件发生之前，以货运船“○○”船员的身份在日本和“○○”国之间往返了约20次，在接受船员培训时掌握了关于禁止走私、税关等法规的知识，所以可以认定他大致了解甲状腺激素药品的性质。	Tuy nhiên, theo từng bằng chứng được nêu ra trong bản án sơ thẩm, bị cáo là người đã di chuyển khoảng 20 lần qua lại giữa Nhật Bản và ○○ qua lại làm thủy thủ trên tàu chở hàng hóa ○○, trong khi theo học ở ○○ đã được tìm hiểu về việc cấm buôn lậu ma túy và kiến thức về các quy định thuế quan, do đó có thể thừa nhận rằng bị cáo biết ma túy nói chung là gì.
handbook-301	そして、このことを前提として、甲から本件物品の運搬を依頼された際の物品の運搬ないし引渡しの方法についての指示内容が極めて密行性を帯びたものであったこと、被告人は本件物品がビニール製5袋に分けられた白色の結晶状を呈した物質であることを確認していること、搬入の手段、方法が覚せい剤等を持ち込む際によく行われる典型的な隠匿運搬方法を採っていること、その他本件発覚前後の証拠隠滅工作、被告人の捜査官に対する供述の内容等記録によって認められる諸事情をも考え合わせると、本件物品が覚せい剤であるとは知らなかったという被告人の弁解は到底信用できるものではなく、本件輸入の際、被告人は本件物品が覚せい剤であるとの認識を有していたと認めるのが相当である。	Taking into account the instructions for the transportation and delivery of the object in question, which were extremely secretive when the defendant was entrusted with the transportation of the object by party A, the fact that the defendant confirmed that the object in question was a white crystalline substance divided into five vinyl bags, the fact that the method of transportation was typical of the method used to smuggle stimulants, and other circumstances such as the destruction of evidence before and after the incident and the content of the defendant's statements to the investigator, the defendant's explanation that he did not know the object in question was a stimulant is not credible at all, and it is reasonable to conclude that the defendant recognized that the object in question was a stimulant at the time of importation.	 本案中的这些证据表明，甲方指示的运送物品的方法及其方式都是非公开的，被告人对本案涉案物品是白色结晶状物质并已知晓，涉案物品运入方法及手段均为走私者常用典型做法，涉案物品发觉前后证据湮灭工作，涉案人的供述内容等记录中均已确认，在这些情况下若被告人称完全不知道涉案物品是毒品，是令人难以置信的，应该认定被告人完全知道涉案物品是毒品。	Và trên cơ sở đó, khi bị yêu cầu vận chuyển các mặt hàng trong vụ án này từ phía nguyên đơn, nội dung hướng dẫn về phương thức vận chuyển hoặc bàn giao các mặt hàng đó có tính bảo mật cực kỳ cao; bị cáo đã xác nhận rằng các mặt hàng liên quan là chất màu trắng hình tinh thể được chia thành 5 túi bằng nhựa; phương tiện và phương pháp vận chuyển là phương pháp vận chuyển và giấu-hide điển hình thường được sử dụng khi mang chất kích thích; ngoài ra, các tình tiết khác về việc tiêu hủy bằng chứng trước và sau khi vụ việc được phát giác, nội dung khai báo của bị cáo với điều tra viên đã được ghi nhận, và những điều đó cho thấy lời biện minh của bị cáo rằng ông không biết các mặt hàng đó là chất kích thích là không đáng tin cậy, và bị cáo đã nhận ra các mặt hàng là chất kích thích tại thời điểm nhập khẩu các mặt hàng đó là hợp lý để công nhận.
handbook-302	したがって、原判決がその挙示する各証拠を総合して原判示事実を認定したことは相当であり、原判決に事実誤認はないから、論旨は理由がない。	Therefore, it is reasonable for the original judgment to have determined the original facts as they are, by integrating all the evidence presented, and there is no factual error in the original judgment, so the argument is unjustified.	因此，原判決对其指出的各种证据进行综合考虑后认定的事实是适当的，原判决中没有事实错误，所以这个辩论是没有理由的。	Như vậy, bản án sơ thẩm đã tổng hợp tất cả các bằng chứng đã nêu và xác định các sự kiện như trong bản án sơ thẩm là phù hợp, và bản án sơ thẩm không có sự nhầm lẫn về sự kiện, vì vậy luận điểm là không có căn cứ.
handbook-303	所論は、要するに、被告人を禁錮1年6月に処した原判決の量刑は重すぎて不当であるというのである。	In short, the appeal argues that the original sentence of one year and six months imprisonment imposed on the defendant was too severe and unjust.	原诉状的主张归根结底是，被告人被原审判决处以有期徒刑一年六个月的量刑过重而且是不公正的。	Luận điểm cốt yếu của vụ này là bản án sơ thẩm đã tuyên xử buộc bị cáo phải chấp hành hình phạt bị tù 1 năm 6 tháng là quá nặng và không công bằng.
handbook-304	記録によれば、本件事故は、被告人が前車の発進に気を許し左方の安全を確認することなく発進進行した過失により、折から横断歩道上を自転車に乗って進行していた被害者に自車を衝突転倒させ死亡させたというものであって、過失及び結果の重大性にかんがみると、所論指摘の被告人に有利な事情を十分考慮しても、原判決の量刑は、その宣告時においては相当であったと認めることができる。	According to the record, the accident in question occurred due to the defendant's negligence in proceeding with the start without confirming the safety on the left side, conceding to the departure of the preceding vehicle, thereby colliding and knocking down the victim who was proceeding on a crosswalk on a bicycle, resulting in death, and in light of the negligence and severity of the consequences, even considering the favorable circumstances pointed out by the defense's argument, the original judgment's sentencing was deemed reasonable at the time of its pronouncement.	根据记录，本案事故是由于被告人的过失，即放松对前车的注意力，在没有确认左侧安全的情况下决定继续行驶，结果撞死了正在横过马路骑自行车的受害者。考虑到过失和损害的严重性，即使考虑到原审指出的对被告人有利的情况，原审判决时的量刑也是合适的。	Theo hồ sơ vụ án, người bị hại không để ý đến việc xe phía trước xuất phát và tiến về phía trước mà không kiểm tra an toàn ở phía trái, do đó xe của người bị hại va chạm với một người đi xe đạp qua đường, người đó đã chết khi lái xe; Căn cứ vào sự thiếu sót và mức độ nghiêm trọng của kết quả này, mặc dù đã xem xét đầy đủ các yếu tố thuận lợi cho phía nguyên cáo, bản án sơ thẩm vẫn có thể coi là công bằng vào thời điểm tuyên án.
handbook-305	しかし、当審事実取調べの結果によれば、原判決後、被害者の遺族との間に、さらに任意保険等から....合計2000万円を支払うことで示談が成立していること、示談の成立に伴い被害感情は一層和らぎ、被害者の遺族から寛大な処分を望む旨の上申がなされるに至っていることなどの事情が認められ、これによれば、原判決の量刑は、現時点においては刑の執行を猶予しなかった点において重きに失し、これを破棄しなければ明らかに正義に反するといわなければならない。	However, as a result of the fact-finding investigation in this trial, it has been revealed that, after the original judgment, a settlement was reached with the victim's family, under which an additional payment of 20 million yen was made from voluntary insurance, and as a result of the settlement, the victim's family's feelings of resentment towards the defendant have subsided, and the family has even petitioned for a lenient disposition, and in light of these circumstances, the sentence imposed by the original judgment, in not suspending the execution of the sentence at this point in time, is clearly excessive and would be a clear injustice if it were not overturned.	但根据本次审判的事实调查结果，原判决之后，被害人家属与涉案方之间又达成了和解协议，涉案方同意支付2000万日元保险金等作为和解条件。和解达成后，被害人家属的怨恨情绪有所缓和，并希望对涉案方予以从轻发落。因此，在现阶段强制执行原判决显得过于严厉，如果不推翻原判决显然会违背正义原则。	但是, kết quả thẩm vấn vụ án này cho thấy, sau bản án sơ thẩm, giữa bị hại và thân nhân của bị hại đã thỏa thuận hòa giải, bồi thường tổng cộng 200 triệu Yên từ bảo hiểm tự nguyện và các nguồn khác, nhờ đó mà cảm xúc căm thù của thân nhân bị hại đã lắng dịu, và họ đã nộp đơn thỉnh cầu xử lý nhẹ hơn cho bị cáo. Các tình tiết này cho thấy, bản án sơ thẩm đã quá nặng khi không cho phép hoãn thi hành án. Do đó, cần phải hủy bỏ án sơ thẩm để không vi phạm công lý.
handbook-306	よって、刑訴法396条により本件控訴を棄却し、刑法21条により当審における未決勾留日数中50日を原判決の刑に算入し、当審における訴訟費用は刑訴法181条1項本文を適用して被告人に負担させることとし、主文のとおり判決する。	Pursuant to Article 396 of the Code of Criminal Procedure, the appeal in this case is hereby dismissed. Fifty days of pre-sentencing detention shall be credited towards the sentence, pursuant to Article 21 of the Penal Code. The costs of this trial shall be borne by the defendant, as per the main clause of Article 181, Paragraph 1 of the Code of Criminal Procedure.	根据刑事诉讼法第396条本案被告人上诉驳回，依据刑法第21条本次审判中未决拘留日数中的50日折抵原审刑期，本席审判诉讼费用依据刑事诉讼法第181条第1项规定由被告人承担，据此判决如下。	Do đó, theo Điều 396 Bộ luật Tố tụng Hình sự, chúng tôi bác đơn kháng cáo này; theo Điều 21 Bộ luật Hình sự, chúng tôi sẽ trừ đi 50 ngày tạm giam trong quá trình điều tra của bản án này và sẽ áp dụng Điều 181 Khoản 1 Bộ luật Tố tụng Hình sự để buộc người bị告 phải chịu án phí của phiên tòa này, và tuyên án như sau.
