id	source_japanese	azure_english	azure_chinese	azure_vietnamese
handbook-265	被告人は、かねて、東京都千代田区山中2丁目8番9号所在のスナック「隼」の店員A(当時30歳)から軽蔑の目でみられていることに憤まんの情を抱いていたところ、平成○○年8月7日午後1時30分ころ、前記「隼」において、客として、前記Aにビールを注文したにもかかわらず、同人から「今日は帰れ。」と断られた上、刺身包丁を示され、「刺すなら刺してみろ。」と言われ、小心者と馬鹿にされたものと激高し酒の酔いも加わった勢いから、とっさに、同人が死亡する危険性が高い行為と分かっていながら、持ち合わせていた登山用ナイフ(刃体の長さ10センチメートル)で、同人の右下腹部を1回突き刺し、よって同月8日午前2時5分ころ、同区北川5丁目8番8号田中病院において同人を左腎等刺切による失血のため死亡させ、もって、同人を殺害したものである。	The defendant had long been resentful that he was being looked at with contempt by the clerk A (30 years old at the time) of the snack "Hayabusa" located at 2-8-9 Yamanaka, Chiyoda-ku, Tokyo, and at around 1:30 p.m. on August 7, Heisei XX, at the aforementioned "Hayabusa", even though he ordered beer from the said A as a customer, he refused, saying, "Go home today." If you're going to stab it, stab it." He was ridiculed as a small-minded person, and because of the momentum of his rage and drunkenness, he stabbed the person once in the lower right abdomen with a mountaineering knife (blade length of 10 cm) that he was carrying, even though he knew that there was a high risk of death, and so at about 2:05 a.m. on the 8th of the same month. At Tanaka Hospital, 5-8-8 Kitagawa, the same person died due to blood loss due to stab of the left kidney, etc., and thereby killed the same person.	被告长期以来一直对位于东京都千代田区山中 2-8-9 的小吃“隼鸟”的店员 A（当时 30 岁）的店员 A（当时 30 岁）的轻视而感到不满，并且于 2 月 7 日下午 1 点 30 分左右，在上述“隼鸟”，尽管他作为顾客向上述 A 订购了啤酒，但他拒绝了，说：“今天回家。 如果你要捅它，就捅它。他被嘲笑心胸狭小，因为怒气冲冲和醉酒的气势，他用随身携带的登山刀（刀片长度 10 厘米）刺伤了那人的右下腹部一次，尽管他知道死亡风险很高，因此在同月 8 日凌晨 2 点 05 分左右。 在北川 5-8-8 田中医院，同一人因左肾刺伤等失血而死亡，从而杀死了同一个人。	Bị cáo từ lâu đã phẫn nộ vì anh ta bị thư ký A (30 tuổi vào thời điểm đó) nhìn với vẻ khinh miệt của món ăn nhẹ "Hayabusa" ở 2-8-9 Yamanaka, Chiyoda-ku, Tokyo, và vào khoảng 1:30 chiều ngày 7 tháng 8 Heisei XX, tại "Hayabusa" nói trên, mặc dù anh ta đã gọi bia từ A nói trên với tư cách là khách hàng, anh ta từ chối, nói, "Hôm nay về nhà." Nếu bạn định đâm nó, hãy đâm nó." Anh ta bị chế giễu là một người nhỏ nhen, và vì động lực của cơn thịnh nộ và say rượu của mình, anh ta đã đâm người đó một lần vào bụng dưới bên phải bằng một con dao leo núi (chiều dài lưỡi dao 10 cm) mà anh ta đang mang theo, mặc dù anh ta biết rằng có nguy cơ tử vong cao, và như vậy vào khoảng 2:05 sáng ngày 8 cùng tháng. Tại Bệnh viện Tanaka, 5-8-8 Kitagawa, cùng một người đã chết do mất máu do đâm vào thận trái, v.v., và do đó giết chết cùng một người.
handbook-266	被告人は、法定の除外事由がないのに、平成○○年6月7日午後7時ころ、横浜市田中町1丁目2番3号付近路上に停車していた自己所有の普通乗用自動車内において回転弾倉式けん銃1丁をこれに適合する実砲19発と共に保管して所持したものである。	The defendant possessed a rotating magazine pistol along with 19 rounds of a matching gun in a self-owned ordinary passenger car parked on the street near 1-2-3 Tanaka-cho, Yokohama City at around 7 p.m. on June 7, 2000, without any statutory grounds for exclusion.	被告于 2000 年 6 月 7 日晚上 7 点左右在横滨市田中町 1-2-3 附近街道上停放的一辆自有普通客车中拥有一把旋转弹匣手枪和 19 发配套枪支，没有任何法定理由被排除在外。	Bị cáo sở hữu một khẩu súng lục xoay cùng với 19 viên đạn của một khẩu súng phù hợp trong một chiếc xe chở khách thông thường tự sở hữu đậu trên đường gần 1-2-3 Tanaka-cho, thành phố Yokohama vào khoảng 7 giờ tối ngày 7 tháng 6 năm 2000, mà không có bất kỳ cơ sở pháp lý nào để loại trừ.
handbook-267	被告人は、○○国国籍を有する外国人であり、平成○○年3月10日、同国政府発行の旅券を所持して、千葉県成田市所在の成田国際空港に上陸し、我が国に入国したが、在留期間が平成○○年4月10日までであったのに、その日までに在留期間の更新又は変更を受けないで我が国から出国せず、平成○○年5月11日まで、神奈川県大和市大和町2丁目149番地に居住し、もって、在留期間を経過して不法に本邦に残留したものである。	The defendant is a foreigner with the nationality of XX country, and on March 10, 2000, he landed at Narita International Airport located in Narita City, Chiba Prefecture, carrying a passport issued by the government of the same country, and entered Japan, but his period of stay was until April 10, 200XX, but he did not leave Japan without receiving a renewal or change of his period of stay by that date, and until May 11, 2000. He resided at 2-149 Yamato-cho, Yamato-shi, Kanagawa Prefecture, and illegally remained in Japan after his period of stay.	被告是具有 XX 国国籍的外国人，2000 年 3 月 10 日，他持有同一国家政府签发的护照，在位于千叶县成田市的成田国际机场降落，进入日本，但他的逗留期限到 200XX 年 4 月 10 日，但他没有离开日本，直到 2000 年 5 月 11 日。 他居住在神奈川县大和市大和町 2-149，并在逗留期间结束后非法留在日本。	Bị đơn là người nước ngoài có quốc tịch XX, và vào ngày 10 tháng 3 năm 2000, anh ta hạ cánh tại Sân bay Quốc tế Narita nằm ở thành phố Narita, tỉnh Chiba, mang theo hộ chiếu do chính phủ cùng nước cấp, và nhập cảnh vào Nhật Bản, nhưng thời gian lưu trú của anh ta là đến ngày 10 tháng 4 năm 200XX, nhưng anh ta không rời khỏi Nhật Bản mà không được gia hạn hoặc thay đổi thời gian lưu trú của mình vào ngày đó, và cho đến ngày 11 tháng 5 năm 2000. Ông cư trú tại 2-149 Yamato-cho, Yamato-shi, tỉnh Kanagawa, và ở lại Nhật Bản bất hợp pháp sau thời gian lưu trú.
handbook-268	被告人両名は、共謀の上、平成○○年3月4日午後零時45分ころ、東京都豊島区北山町1番2号株式会社北山池袋店において、同店店長A管理のシャープペンシル38本など合計84点(定価合計3万0850円相当)を窃取したものである。	The two defendants conspired to steal a total of 84 items (worth a total of 30,850 yen), including 38 mechanical pencils, managed by the store manager A, at the Kitayama Ikebukuro store of Kitayama Ikebukuro Co., Ltd., No. 1-2 Kitayama-cho, Toshima-ku, Tokyo at around midnight on March 4, 2000.	两名被告于 2000 年 3 月 4 日午夜左右在东京都丰岛区北山町 1-2 号北山池袋有限公司的北山池袋店合谋盗窃合共 84 件物品（总值 30,850 日元），包括 38 支自动铅笔，由店长 A 管理。	Hai bị cáo âm mưu ăn cắp tổng cộng 84 món đồ (trị giá tổng cộng 30.850 yên), trong đó có 38 cây bút chì cơ, do quản lý cửa hàng A quản lý, tại cửa hàng Kitayama Ikebukuro của Công ty TNHH Kitayama Ikebukuro, số 1-2 Kitayama-cho, Toshima-ku, Tokyo vào khoảng nửa đêm ngày 4 tháng 3 năm 2000.
handbook-269	被告人名は、共謀の上、平成○○年3月4日午後4時54分ころ、東京都台東区山下町1番2号付近路上で、被告人Xにおいて、通行中のA(当時30歳)が右肩に掛けていたショルダーバッグ内から、同人所有の現金4万3759円及びキャッシュカード等6点在中の札入れ1個(時価約1万円相当)を抜き取って、これを窃取したものである。	The name of the accused was stolen by conspired to steal 43,759 yen in cash and one wallet (worth about 10,000 yen worth about 10,000 yen) belonging to the defendant X from the shoulder bag that A (30 years old at the time) was carrying over his right shoulder at around 4:54 p.m. on March 4, 2000, on the street near No. 1-2 Yamashita-cho, Taito-ku, Tokyo.	被告的姓名是串谋于 2000 年 3 月 4 日下午 4 点 54 分左右在东京都台东区山下町 1-2 号附近的街道上，从 A（当时 30 岁）右肩背的单肩包中偷窃属于被告 X 的 43,759 日元现金和一个钱包（价值约 10,000 日元，价值约 10,000 日元）。	Tên của bị cáo đã bị đánh cắp bằng cách âm mưu ăn cắp 43.759 yên tiền mặt và một chiếc ví (trị giá khoảng 10.000 yên trị giá khoảng 10.000 yên) thuộc về bị cáo X từ chiếc túi đeo vai mà A (30 tuổi vào thời điểm đó) đang mang trên vai phải vào khoảng 4:54 chiều ngày 4 tháng 3 năm 2000, trên đường phố gần số 1-2 Yamashita-cho, Taito-ku, Tokyo.
handbook-270	被告人は、平成○○年3月4日午後2時ころ、東京都千代田区北山町3番6号A方前路上において、Xに対し、「明日はこの家は留守になる。裏の戸はいつも開いているから、何か金目のものを取ってこい。」と申し向けて前記A方から金品を窃取するようにそそのかし、Xをしてその旨決意させ、よって、同月5日午後3時ころ、前記A方において、同人所有の腕時計1個(時価20万円相当)を窃取するに至らせ、もって、窃盗の教唆をしたものである。	On March 4, 2000, at around 2 p.m., the defendant told X on the street of A-katamae, 3-6 Kitayama-cho, Chiyoda-ku, Tokyo, "Tomorrow I will be away from this house, and the back door is always open, so please get me something gold." He instigated the theft of money and goods from the said A, and made X decide to do so, and therefore, at around 3 p.m. on the 5th of the same month, the said A stole one of the watches (worth 200,000 yen in market value) owned by the same person, thereby instigating theft.	2000 年 3 月 4 日下午 2 点左右，被告在东京都千代田区北山町 3-6 号的 A-katamae 街道上告诉 X，“明天我将离开这所房子，后门总是开着的，所以请给我拿点金子。他教唆盗窃该 A 的钱财，并让 X 决定这样做，因此，在同月 5 日下午 3 点左右，该 A 偷走了同一人拥有的一块手表（市值 200,000 日元），从而教唆盗窃。	Vào ngày 4 tháng 3 năm 2000, vào khoảng 2 giờ chiều, bị cáo nói với X trên đường phố A-katamae, 3-6 Kitayama-cho, Chiyoda-ku, Tokyo, "Ngày mai tôi sẽ rời khỏi ngôi nhà này, và cửa sau luôn mở, vì vậy hãy lấy cho tôi một cái gì đó bằng vàng." Anh ta xúi giục ăn cắp tiền và hàng hóa từ A nói trên, và bắt X quyết định làm như vậy, và do đó, vào khoảng 3 giờ chiều ngày 5 cùng tháng, A nói trên đã đánh cắp một trong những chiếc đồng hồ (trị giá 200.000 yên theo giá trị thị trường) thuộc sở hữu của cùng một người, do đó xúi giục hành vi trộm cắp.
handbook-271	被告人は、Xが、平成○○年3月4日午後3時ころ、東京都千代田区北山町3番6号A方において腕時計1個(時価20万円相当)を窃取するに際し、A方前路上でXのため、見張りをし、もって、同人の犯行を容易ならしめてこれを幇助したものである。	The accused aided and abetted X in stealing a watch (worth 200,000 yen in market value) on the street in front of A at around 3-6 Kitayama-cho, Chiyoda-ku, Tokyo at around 3 p.m. on March 4, 2000.	被告于 2000 年 3 月 4 日下午 3 点左右在东京都千代田区北山町 3-6 号左右的 A 门前的街道上协助和教唆 X 偷窃一块手表（市值 200,000 日元）。	Bị cáo đã hỗ trợ và tiếp tay cho X ăn cắp một chiếc đồng hồ (trị giá 200.000 yên theo giá trị thị trường) trên đường phố trước A tại khoảng 3-6 Kitayama-cho, Chiyoda-ku, Tokyo vào khoảng 3 giờ chiều ngày 4 tháng 3 năm 2000.
handbook-276	Bの検察官に対する供述調書	B's Affidavit to the Prosecutor	B 向检察官提交的宣誓书	Bản tuyên thệ của B gửi Công tố viên
handbook-277	Cの司法警察員に対する供述調書(謄本)	C's Affidavit to the Judicial Police Officer (transcript)	投诉人向司法警务人员提交的誓章 （誊本）	Bản tuyên thệ của C cho Sĩ quan Cảnh sát Tư pháp (bản ghi)
handbook-278	D作成の被害届	D. Damage Report	D. 损坏报告	D. Báo cáo thiệt hại
handbook-283	○○地方検察庁で保管中のけん銃1丁(平成○○年○地領第○○号の1)	1 pistol in storage at the District Public Prosecutor's Office (1 of the Heisei XX year ○ Land Territory No. XX)	地方检察厅存放的手枪 1 支（平成 XX 年 ○ 陆地领地 XX 号 1）	1 khẩu súng lục trong kho lưu trữ tại Văn phòng Công tố Quận (1 khẩu của năm Heisei XX ○ Lãnh thổ đất số XX)
handbook-290	被告人は、平成○○年3月26日○○簡易裁判所で窃盗罪により懲役8月に処せられ、平成○○年11月26日その刑の執行を受け終わったものであって、この事実は検察事務官作成の前科調書によってこれを認める。	The defendant was sentenced to eight months in prison for theft by the Summary Court on March 26, 2000, and the sentence was executed on November 26, 2000, and this fact is admitted by the criminal record prepared by the prosecutor's clerk.	被告于 2000 年 3 月 26 日被简易法院以盗窃罪判处八个月有期徒刑，并于 2000 年 11 月 26 日执行判决，检察官书记员准备的犯罪记录承认了这一事实。	Bị cáo đã bị Tòa án Tóm tắt kết án tám tháng tù vì tội trộm cắp vào ngày 26 tháng 3 năm 2000, và bản án được thi hành vào ngày 26 tháng 11 năm 2000, và thực tế này được thừa nhận bởi hồ sơ tội phạm do thư ký công tố viên chuẩn bị.
handbook-291	被告人は、平成○○年3月10日○○地方裁判所で傷害罪により懲役1年に処せられ、その裁判は同月25日確定したものであって、この事実は検察事務官作成の前科調書によってこれを認める。	The defendant was sentenced to one year in prison for the crime of wounding by the XX District Court on March 10, 2000, and the trial was finalized on the 25th of the same month, and this fact is admitted by the criminal record prepared by the prosecutor's clerk.	被告于 2000 年 3 月 10 日被 XX 地方法院以伤人罪判处有期徒刑一年，并于同月 25 日结束审判，检察官书记员准备的犯罪记录承认了这一事实。	Bị cáo đã bị Tòa án Quận XX kết án một năm tù vì tội gây thương tích vào ngày 10 tháng 3 năm 2000, và phiên tòa đã kết thúc vào ngày 25 cùng tháng, và sự thật này được thừa nhận bởi hồ sơ tội phạm do thư ký công tố viên chuẩn bị.
handbook-292	被告人の判示所為は刑法199条に該当するところ、所定刑中有期懲役刑を選択し、その刑期の範囲内で被告人を懲役8年に処し、同法21条を適用して未決勾留日数中120日をその刑に算入し、押収してある刺身包丁1本(平成○○年押第○○号の1)は判示犯行の用に供した物で被告人以外の者に属しないから、同法19条1項2号、2項本文を適用してこれを没収し、訴訟費用は、刑事訴訟法181条1項ただし書を適用して被告人に負担させないこととする。	Where the defendant's judgment falls under Article 199 of the Penal Code, the defendant is sentenced to 8 years in prison within the prescribed sentence, and 120 days out of the pretrial detention are included in the sentence by applying Article 21 of the same law, and one sashimi knife (1 of the Heisei XX year press No. XX) that has been seized is used for the trial crime and does not belong to any person other than the accused. The main text of paragraph 2 shall be confiscated and the costs of the proceedings shall not be borne by the accused in accordance with the proviso to paragraph (1) of Article 181 of the Code of Criminal Procedure.	被告人的判决属于刑法第 199 条规定的，被告人在规定量刑范围内被判处 8 年有期徒刑，并适用同法第 21 条的规定，将审前羁押后 120 日纳入刑期，被缴获的生鱼片刀 1 把（平成 XX 年印刷第 1 号）用于审判犯罪，不属于被告以外的任何人。 第 2 款的正文应被没收，诉讼费用不应由被告根据《刑事诉讼法》第 181 条第 （1） 款的但书承担。	Trường hợp bản án của bị cáo thuộc Điều 199 của Bộ luật Hình sự thì bị cáo bị phạt tù 8 năm trong phạm vi bản án quy định, và 120 ngày sau thời hạn tạm giam trước khi xét xử được tính vào bản án theo quy định tại Điều 21 của cùng một luật, và một con dao sashimi (1 trong số 1 năm Heisei XX số XX) đã bị thu giữ được sử dụng để xét xử tội phạm và không thuộc về bất kỳ người nào khác ngoài bị can. Văn bản chính của khoản 2 sẽ bị tịch thu và các chi phí tố tụng sẽ không do bị can chịu theo điều khoản khoản (1) Điều 181 của Bộ luật Tố tụng Hình sự.
handbook-293	本件は、Y国国民である被告人が、定められた在留期間を越えて不法に我が国に残留したという事案である。	This case is a case in which the defendant, who is a citizen of Country Y, illegally remained in Japan beyond the stipulated period of stay.	本案是被告作为 Y 国公民，在规定的居留期限之后非法滞留日本的案件。	Vụ án này là trường hợp bị đơn, là công dân của Quốc gia Y, ở lại Nhật Bản bất hợp pháp quá thời gian lưu trú quy định.
handbook-294	被告人が我が国に不法に残留した期間が2年余りの長期であることなどに照らすと、被告人の刑事責任は重い。	In light of the fact that the defendant has been illegally in Japan for a long period of more than two years, the criminal responsibility of the accused is heavy.	鉴于被告已在日本非法居留两年多，被告的刑事责任很重。	Trong bối cảnh bị cáo đã ở Nhật Bản bất hợp pháp trong thời gian dài hơn hai năm, trách nhiệm hình sự của bị cáo là nặng nề.
handbook-295	他方で、被告人は、本件犯行について反省の態度を示し、今後は、本国に帰って、まじめな生活を送りながら、立ち直っていくことを誓っていること、被告人と生活を共にしていた婚約者が、被告人の本国で被告人と結婚して共に生活する気持ちでおり、被告人に対する寛大な処罰を訴えていることなど、被告人にとって酌むべき事情もある。	On the other hand, there are extenuating circumstances for the accused, such as the fact that the accused has shown remorse for the crime and has vowed to return to his home country and live a serious life in the future, and that his fiancée, who lived with the accused, is willing to marry and live with the accused in his home country, and is appealing for lenient punishment for the accused.	另一方面，被告也有情有可原的情况，例如被告对罪行表示悔恨并发誓要回到自己的祖国，将来要过上严肃的生活，以及与被告同住的未婚妻愿意在本国与被告结婚和生活，并呼吁对被告从宽处罚。	Mặt khác, có những tình tiết giảm nhẹ cho bị cáo, chẳng hạn như việc bị cáo đã tỏ ra hối hận về tội ác và đã thề sẽ trở về quê hương và sống một cuộc sống nghiêm túc trong tương lai, và vị hôn thê của anh ta, người sống với bị cáo, sẵn sàng kết hôn và sống với bị cáo ở quê nhà, và đang kêu gọi hình phạt khoan hồng cho bị cáo.
handbook-296	そこで、これらの事情を総合して主文のとおり刑を量定した。	Therefore, taking these circumstances together, the sentence was determined as per the main sentence.	因此，综合考虑这些情况，判决是根据主刑确定的。	Do đó, kết hợp các trường hợp này với nhau, bản án được xác định theo bản án chính.
handbook-297	本件控訴の趣意は、弁護人甲作成名義<検察官乙提出>の控訴趣意書記載のとおりであり、これに対する答弁は、検察官乙作成名義<弁護人甲作成名義>の答弁書記載のとおりであるから、これらを引用する。	The purport of the appeal in this case is as stated in the prospectus of the appeal prepared by Counsel A<検察官乙提出>, and the answer to this is <弁護人甲作成名義>as stated in the reply prepared by the prosecutor B.	本案上诉的目的如律师 A 准备的上诉招股说明书所述<検察官乙提出>，而对此的答案如<弁護人甲作成名義>检察官 B 准备的答复中所述。	Mục đích của kháng cáo trong trường hợp này là như đã nêu trong bản cáo bạch của kháng cáo do Luật sư A chuẩn bị<検察官乙提出>, và câu trả lời cho điều này <弁護人甲作成名義>là như đã nêu trong câu trả lời do công tố viên B chuẩn bị.
handbook-299	所論は、要するに、被告人には、本件輸入に係る物品が覚せい剤であるとの認識がなかったのであるから、被告人にその認識があったとして覚せい剤輸入の罪の成立を認めた原判決には、判決に影響を及ぼすことが明らかな事実の誤認があるというのである。	The argument is that, in short, since the accused was not aware that the goods involved in the import in this case were methamphetamine, there is a clear misunderstanding of the facts in the original judgment that the defendant was found guilty of importing methamphetamine on the basis of such knowledge.	论点是，简而言之，由于被告不知道本案中涉及进口的商品是甲基苯丙胺，因此对原判中的事实存在明显的误解，即被告基于此类知识被判进口甲基苯丙胺罪名成立。	Lập luận là, tóm lại, vì bị cáo không biết rằng hàng hóa liên quan đến việc nhập khẩu trong trường hợp này là methamphetamine, nên có một sự hiểu lầm rõ ràng về các sự kiện trong phán quyết ban đầu rằng bị cáo bị kết tội nhập khẩu methamphetamine trên cơ sở kiến thức đó.
handbook-300	しかし、原判決挙示の各証拠によると、被告人は、本件に至るまで、貨物船○○の船員として約20回日本国と○○国との間を往復している者である上、○○国において船員としての教育を受けるに当たり、覚せい罪等の密輸が禁止されていることや関税関係法規等についての知識を得ていることが認められるから、覚せい剤が概ねどのような物品であるかを承知していたと推認されるところである。	However, according to the evidence presented in the original judgment, the defendant had traveled back and forth between Japan and XX countries about 20 times as a seafarer on the cargo ship XX up to this case, and it is recognized that he had acquired knowledge of the prohibition of smuggling such as stimulant crimes and customs laws and regulations in receiving education as a seafarer in XX country. It is presumed that he was generally aware of what kind of goods methamphetamine was.	但是，根据原判书提供的证据，被告截至本案之前，作为货船 XX 的海员在日本和 XX 国家之间来回旅行约 20 次，可以确认其在 XX 国接受海员教育时获得了兴奋剂犯罪等禁止走私和海关法律法规的知识。 据推测，他大致知道甲基苯丙胺是什么类型的商品。	Tuy nhiên, theo các chứng cứ được trình bày trong bản án gốc, bị đơn đã đi lại giữa Nhật Bản và các nước XX khoảng 20 lần với tư cách là thuyền viên trên tàu hàng XX cho đến trường hợp này, và được công nhận rằng anh ta đã có kiến thức về việc cấm buôn lậu như tội kích thích và các luật, quy định về hải quan khi được giáo dục như thuyền viên ở nước XX. Người ta cho rằng anh ta thường biết về loại hàng hóa methamphetamine là gì.
handbook-301	そして、このことを前提として、甲から本件物品の運搬を依頼された際の物品の運搬ないし引渡しの方法についての指示内容が極めて密行性を帯びたものであったこと、被告人は本件物品がビニール製5袋に分けられた白色の結晶状を呈した物質であることを確認していること、搬入の手段、方法が覚せい剤等を持ち込む際によく行われる典型的な隠匿運搬方法を採っていること、その他本件発覚前後の証拠隠滅工作、被告人の捜査官に対する供述の内容等記録によって認められる諸事情をも考え合わせると、本件物品が覚せい剤であるとは知らなかったという被告人の弁解は到底信用できるものではなく、本件輸入の際、被告人は本件物品が覚せい剤であるとの認識を有していたと認めるのが相当である。	Based on this premise, the defendant confirmed that the instructions on how to transport or deliver the goods when requested by the First Party were extremely confidential, that the accused confirmed that the goods were a white crystalline substance divided into five plastic bags, and that the means of delivery, Considering the fact that the method adopted the typical concealment and transportation method that is often used when bringing in methamphetamine, etc., and other circumstances recognized by the record, such as the destruction of evidence before and after the discovery of this case, and the contents of the accused's statement to the investigating officer, the defendant's excuse that he did not know that the goods in question were methamphetamine is not credible at all. It is reasonable to admit that the accused was aware that the article in question was a methamphetamine.	基于此前提，被告确认，应甲方要求，关于如何运输或交付货物的说明具有高度保密性，被告确认货物是被分成五个塑料袋的白色结晶物质，并且交付方式、 考虑到该方法采用了带入甲基苯丙胺等时经常使用的典型隐藏和运输方式，以及记录认可的其他情况，例如本案发现前后销毁证据，以及被告向调查人员提供的陈述内容，被告以不知道涉案货物为甲基苯丙胺为借口的说法根本不可信。 有理由承认被告知道该物品是甲基苯丙胺。	Dựa trên tiền đề này, bị đơn xác nhận rằng các hướng dẫn về cách vận chuyển hoặc giao hàng hóa khi Bên thứ nhất yêu cầu là vô cùng bí mật, rằng bị cáo xác nhận rằng hàng hóa là một chất tinh thể màu trắng được chia thành năm túi ni lông, và rằng phương tiện giao hàng, Xem xét thực tế là phương pháp này đã áp dụng phương pháp che giấu và vận chuyển điển hình thường được sử dụng khi mang methamphetamine, v.v., và các tình tiết khác được ghi nhận bởi hồ sơ, chẳng hạn như tiêu hủy chứng cứ trước và sau khi phát hiện vụ án này, và nội dung lời khai của bị cáo với nhân viên điều tra, lý do của bị cáo rằng anh ta không biết rằng hàng hóa được đề cập là methamphetamine là không đáng tin cậy chút nào. Có thể thừa nhận rằng bị cáo đã biết rằng vật phẩm được đề cập là methamphetamine.
handbook-302	したがって、原判決がその挙示する各証拠を総合して原判示事実を認定したことは相当であり、原判決に事実誤認はないから、論旨は理由がない。	Therefore, it is reasonable that the original judgment found the facts of the original trial by combining each of the evidences presented, and since there is no factual error in the original judgment, the argument is without merit.	因此，原判通过综合提出的每一项证据认定原审事实是合理的，由于原判没有事实错误，因此该论点没有依据。	Do đó, hợp lý khi phán quyết ban đầu tìm thấy các sự kiện của phiên tòa ban đầu bằng cách kết hợp từng bằng chứng được trình bày, và vì không có sai sót thực tế trong phán quyết ban đầu nên lập luận là không có giá trị.
handbook-303	所論は、要するに、被告人を禁錮1年6月に処した原判決の量刑は重すぎて不当であるというのである。	The argument is, in short, that the sentencing of the original judgment that sentenced the defendant to one year and six months in prison was too heavy and unjust.	简而言之，论点是，原判判处被告一年零六个月监禁的判决太重且不公正。	Tóm lại, lập luận là bản án ban đầu kết án bị cáo một năm sáu tháng tù là quá nặng nề và bất công.
handbook-304	記録によれば、本件事故は、被告人が前車の発進に気を許し左方の安全を確認することなく発進進行した過失により、折から横断歩道上を自転車に乗って進行していた被害者に自車を衝突転倒させ死亡させたというものであって、過失及び結果の重大性にかんがみると、所論指摘の被告人に有利な事情を十分考慮しても、原判決の量刑は、その宣告時においては相当であったと認めることができる。	According to the record, the accident in this case was caused by the defendant's negligence in starting the car in front of him without checking the safety of the left side, causing the victim who was riding a bicycle on the pedestrian crossing to collide with his car and cause him to die. It can be admitted that it was reasonable at the time of the sentence.	根据记录，本案的事故是由于被告疏忽启动前方的汽车，而没有检查左侧的安全，导致在人行横道上骑自行车的受害者与他的汽车相撞并导致其死亡。 可以承认，在判刑时这是合理的。	Theo hồ sơ, vụ tai nạn trong vụ án này là do bị cáo sơ suất khởi động xe phía trước mà không kiểm tra độ an toàn bên trái, khiến nạn nhân đang đi xe đạp trên đường dành cho người đi bộ qua đường va chạm với xe của mình khiến anh ta tử vong. Có thể thừa nhận rằng nó là hợp lý tại thời điểm tuyên án.
handbook-305	しかし、当審事実取調べの結果によれば、原判決後、被害者の遺族との間に、さらに任意保険等から....合計2000万円を支払うことで示談が成立していること、示談の成立に伴い被害感情は一層和らぎ、被害者の遺族から寛大な処分を望む旨の上申がなされるに至っていることなどの事情が認められ、これによれば、原判決の量刑は、現時点においては刑の執行を猶予しなかった点において重きに失し、これを破棄しなければ明らかに正義に反するといわなければならない。	However, according to the results of the investigation into the facts of this trial, after the original judgment, there was a dispute with the victim's family and from voluntary insurance. Based on the fact that a settlement was reached by paying a total of 20 million yen, and that the victim's feelings were further alleviated by the conclusion of the settlement, and that the victim's family had made an appeal for leniency, the sentencing of the original judgment was weighted in that the execution of the sentence was not suspended at this time. It must be said that it is clearly contrary to justice if it is not abrogated.	但根据对本次审判事实的调查结果，在原判后，与被害人家属和自愿保险存在争议。 基于共支付 2000 万日元达成和解，和解协议进一步缓解了受害者的情绪，以及受害者家属请求宽大处理，原判的量刑具有权重，此时没有缓期执行。 必须说，如果不废除它，它显然是违背正义的。	Tuy nhiên, theo kết quả điều tra sự thật của phiên tòa này, sau bản án ban đầu, đã có tranh chấp với gia đình nạn nhân và từ bảo hiểm tự nguyện. Dựa trên thực tế là một thỏa thuận đã đạt được bằng cách trả tổng cộng 20 triệu yên, và cảm xúc của nạn nhân đã được xoa dịu hơn nữa khi kết thúc thỏa thuận, và gia đình nạn nhân đã kháng cáo xin khoan hồng, bản án của bản án ban đầu có trọng số ở chỗ việc thi hành bản án không được đình chỉ vào thời điểm này. Phải nói rằng nó rõ ràng là trái với công lý nếu nó không bị bãi bỏ.
handbook-306	よって、刑訴法396条により本件控訴を棄却し、刑法21条により当審における未決勾留日数中50日を原判決の刑に算入し、当審における訴訟費用は刑訴法181条1項本文を適用して被告人に負担させることとし、主文のとおり判決する。	Therefore, the appeal in this case is dismissed in accordance with Article 396 of the Criminal Procedure Code, and 50 days of the pretrial detention in the trial are included in the sentence of the original judgment in accordance with Article 21 of the Penal Code, and the costs of the proceedings at this trial shall be borne by the accused by applying the text of Article 181, Paragraph 1 of the Criminal Procedure Code, and the judgment is made as follows.	因此，依刑事诉讼法第396条驳回本案上诉，依刑法第21条规定，原判审前羁押50日，本审诉讼费用应由被告适用刑事诉讼法第181条第1项规定承担，判决如下。	Do đó, kháng cáo trong vụ án này được bác bỏ theo quy định tại Điều 396 của Bộ luật Tố tụng hình sự, và 50 ngày tạm giam trước khi xét xử trong phiên tòa được tính vào bản án gốc theo quy định tại Điều 21 của Bộ luật Hình sự, và chi phí tố tụng tại phiên tòa này do bị can chịu bằng cách áp dụng văn bản Điều 181, Khoản 1 của Bộ luật Tố tụng hình sự và bản án được đưa ra như sau.
handbook-307	よって、刑訴法397条2項により原判決を破棄し、同法400条ただし書により更に次のとおり判決する。	Accordingly, the original judgment is set aside pursuant to Article 397(2) of the Criminal Procedure Code, and the proviso to Article 400 of the same Act is further sentenced as follows:	因此，根据《刑事诉讼法》第 397 条第 2 款撤销原判决，并将同一法第 400 条的但书进一步判处如下：	Theo đó, bản án ban đầu được gạt sang một bên theo Điều 397 (2) của Bộ luật Tố tụng Hình sự, và điều khoản của Điều 400 của cùng một Đạo luật được kết án thêm như sau:
