id	source_japanese	llama_english	llama_chinese	llama_vietnamese	
handbook-264	被告人は、A(当時62歳)に雇われ、東京都江東区山中町5丁目2番4号所在の同人方に住み込んでいたものであるが、被告人が通行人に罵声を浴びせたのを前記Aから叱責されて口論のあげく激高し、とっさに、同人を殺害しようと決意し、平成○○年3月8日午後7時ころ、同人方6畳間の押し入れの中から刃体の長さ13センチメートルのくり小刀を持ち出して携え、同所において、左手で前記Aの襟首をつかんで引き寄せながら、右手に持っていた前記くり小刀で同人の左胸部を突き刺し、同人がその場から逃げ出すや、追跡して同人方前路上でこれに追い付き、同所において、更に前記くり小刀で同人の左背部を突き刺し、よって、同人をして心臓刺切に基づく失血により即死させて殺害したものである。	"The defendant, who was employed by A (then 62 years old) and lived with the same person at 2-4, Yamanaka-cho 5-chome, Koto-ku, Tokyo, was scolded by the aforementioned A for directing abusive language at a passerby, and after a quarrel, the defendant became enraged and decided to kill the same person, and at around 7:00 p.m. on March 8, Heisei, the defendant took out a small knife with a blade length of 13 centimeters from the 6-tatami mat closet and carried it, and at the same place, the defendant grasped the collar of the aforementioned A with their left hand and pulled them closer, while stabbing the left chest of the same person with the small knife held in their right hand, and when the same person tried to escape from the scene, the defendant chased after them and caught up with them on the road in front of the same person's house, and at the same place, the defendant further stabbed the left back of the same person with the small knife, and as a result, the defendant killed the same person by causing them to die immediately from bleeding due to cardiac stabbing."	被告人被告人被A（时年62岁）雇用，住在东京都江东区山中町5丁目2番4号的同一方，同一个人但是被告人由于向行人大声辱骂被上述A责骂，导致口角，结果被告人愤怒，于是决定杀害同一人，于平成○○年3月8日下午7点左右，从同一方六畳间的衣橱中拿出一把长度13厘米的折刀，拿着它，左手抓住上述A的衣领，同時右手持有上述折刀刺向同人的左胸部，当同人试图逃跑時，被告人追赶上去，在同一方前面的道路上，继续用上述折刀刺向同人的左背部，导致同人因心脏刺伤失血而当场死亡，杀害同一方。	"Bị cáo đã được A(62 tuổi tại thời điểm đó) thuê và sống cùng với người này tại địa chỉ 2-4, 5"	"chōme, Yamanaka-chō, Kōtō-ku, Tokyo, tuy nhiên, bị cáo bị A nhắc nhở vì đã lạm dụng ngôn ngữ với người đi đường, và từ đó dẫn đến cãi vã và tức giận, và trong một khoảnh khắc, đã quyết định giết người này, và vào ngày 8 tháng 3 năm平成○○, khoảng 7 giờ chiều, đã lấy một con dao nhỏ có lưỡi dài 13 cm từ trong tủ quần áo 6畳 trong nhà, и cầm theo, tại hiện trường, đã dùng tay trái nắm cổ áo của A và kéo gần, trong khi dùng tay phải cầm con dao nhỏ nêu trên đâm vào phần ngực trái của A, và khi A cố chạy thoát, đã đuổi theo và bắt kịp tại lối đi trước nhà, và tại hiện trường, tiếp tục dùng con dao nhỏ nêu trên đâm vào phần lưng trái của A, và do đó, đã khiến A tử vong ngay lập tức do bị thương tim và mất máu, và như vậy, đã giết người."
handbook-265	被告人は、かねて、東京都千代田区山中2丁目8番9号所在のスナック「隼」の店員A(当時30歳)から軽蔑の目でみられていることに憤まんの情を抱いていたところ、平成○○年8月7日午後1時30分ころ、前記「隼」において、客として、前記Aにビールを注文したにもかかわらず、同人から「今日は帰れ。」と断られた上、刺身包丁を示され、「刺すなら刺してみろ。」と言われ、小心者と馬鹿にされたものと激高し酒の酔いも加わった勢いから、とっさに、同人が死亡する危険性が高い行為と分かっていながら、持ち合わせていた登山用ナイフ(刃体の長さ10センチメートル)で、同人の右下腹部を1回突き刺し、よって同月8日午前2時5分ころ、同区北川5丁目8番8号田中病院において同人を左腎等刺切による失血のため死亡させ、もって、同人を殺害したものである。	"The defendant had been harboring a grudge since before because they were being looked at with contempt by A, a 30-year-old employee of the snack bar ""隼"" located at 8-9 Yamanaka 2-chome, Chiyoda-ku, Tokyo, and on August 7, ****, around 1:30 p.m., at the aforementioned ""隼"", despite ordering beer as a customer, they were told by the aforementioned A ""Leave now"" and were shown a sashimi knife and told ""Try stabbing me if you dare"", and were ridiculed as a coward, and in a state of intense anger with the added influence of alcohol, they stabbed the right lower abdomen of the aforementioned person one time with a mountaineering knife they had with them, which has a blade length of 10 centimeters, despite knowing that the act would likely cause the death of the aforementioned person, and as a result, the aforementioned person died from bleeding caused by a left renal stab wound at around 2:05 a.m. on August 8 at Tanaka Hospital located at 8-8 Kita-gawa 5-chome, Chiyoda-ku, Tokyo, and thereby killed the aforementioned person."	被告人早已对东京都千代田区山中2丁目8番9号所在的スナック「隼」的店员A（当时30岁）怀有怨恨之情，因为自己一直遭到A的轻蔑的目光，于是，在平成○○年8月7日午后1时30分左右，在「隼」酒馆里，虽然作为客人向A订购了啤酒，但却遭到A的拒绝，A说「今天回去吧」，并且秀出了削鱼刀，并且说「你刺的话就刺试试看吧」，被当成懦弱者和傻瓜一样嘲笑，从而怒火中烧，加上酒精的作用，在瞬间，明知这样做可能会使A死亡，但还是用随身携带的登山用匕首（刀片长10cm）刺向A的右下腹部一次，因此，在同月8日午前2时5分左右，A在同区北川5丁目8番8号田中医院因左肾等受到刺割导致的出血而死亡，因此，被告人杀害了A。	"Bị cáo đã lâu có cảm giác bị nhân viên A (lúc đó 30 tuổi) của quán 스나ック ""隼"" ở địa chỉ 2-chome, Yamanaka, phường Chiyoda, Tokyo xem thường, và vào khoảng 13 giờ 30 phút ngày 7 tháng 8 năm平成○○, tại quán trên, mặc dù đã đặt hàng bia với A, nhưng bị người này nói ""Hôm nay hãy về đi"" và còn được đưa cho con dao gọt sushi và nói ""Nếu muốn đâm thì đâm đi"", bị cáo cảm thấy bị xem thường và nhục nhã, trong tình trạng say rượu, đã dùng dao gấp có sẵn (chiều dài lưỡi dao 10 cm) đâm vào bụng phải của A, gây ra tổn thương nguy hiểm đến tính mạng, và vào khoảng 2 giờ 5 phút ngày 8 tháng同月, tại bệnh viện 田中 ở địa chỉ 5-chome, Kitagawa, phường Chiyoda, Tokyo, người này đã chết vì mất máu do vết thương ở thận trái, và như vậy, bị cáo đã giết người."	
handbook-266	被告人は、法定の除外事由がないのに、平成○○年6月7日午後7時ころ、横浜市田中町1丁目2番3号付近路上に停車していた自己所有の普通乗用自動車内において回転弾倉式けん銃1丁をこれに適合する実砲19発と共に保管して所持したものである。	"The defendant, without any statutory exceptions, on around 7:00 PM on June 7, Heisei ○○, kept and possessed one rotary drum pistol with 19 real bullets that fit it in their own ordinary passenger car parked on the road near 2-3, 1-chome, Tanaka-cho, Yokohama City."	被告人在没有法定除外事由的情况下，于平成○○年6月7日下午7时左右，在横浜市田中町1丁目2番3号附近路上的自己所有的普通乘用汽车内，保管并持有了一把具有回转弹仓式的枪支及其适用的实弹19发。	"Bị cáo đã không có lý do loại trừ theo pháp luật mà vào ngày 7 tháng 6 năm平成○○, xung quanh lúc 7 giờ tối, trong xe ô tô tự lái của mình đang đỗ gần khu phố 1丁目2番3号, thành phố Yokohama, quận 田中町, đã cất giữ và sở hữu 1 khẩu súng ngắn có hộp đạn quay với 19 viên đạn thực tế phù hợp."	
handbook-267	被告人は、○○国国籍を有する外国人であり、平成○○年3月10日、同国政府発行の旅券を所持して、千葉県成田市所在の成田国際空港に上陸し、我が国に入国したが、在留期間が平成○○年4月10日までであったのに、その日までに在留期間の更新又は変更を受けないで我が国から出国せず、平成○○年5月11日まで、神奈川県大和市大和町2丁目149番地に居住し、もって、在留期間を経過して不法に本邦に残留したものである。	"The defendant, a foreign national with the nationality of ○○ country, holding a passport issued by the government of the same country, landed at Narita International Airport located in Narita City, Chiba Prefecture on March 10, ○○, and entered Japan, but since the period of stay was until April 10, ○○, without receiving an extension or change of the period of stay by that date, the defendant did not leave Japan and resided at 149-2, Daiwa-cho, Daiwa City, Kanagawa Prefecture until May 11, ○○, thereby overstaying the period of stay and illegally remaining in Japan."	被告人是○○国国籍的外国人，平成○○年3月10日，持有该国政府颁发的护照，于千叶县成田市的成田国际机场登陆，并入境我国，但居留期限至平成○○年4月10日届满，然而未在该日之前申请居留期限的更新或变更，未从我国出境，直到平成○○年5月11日止，居住在神奈川县大和市大和町2丁目149番地，以此逾期居留期限非法滞留在本邦。	"Bị cáo là người nước ngoài mang quốc tịch ○○, ngày 10 tháng 3 năm ○○ đã nhập cảnh vào Nhật Bản thông qua sân bay quốc tế Narita ở thành phố Narita, tỉnh Chiba, với hộ chiếu do chính phủ nước đó cấp, nhưng đã ở lại Nhật Bản sau ngày 10 tháng 4 năm ○○ mà không gia hạn hoặc thay đổi thời hạn lưu trú và đến ngày 11 tháng 5 năm ○○ vẫn居住 tại địa chỉ 149丁目 2, thành phố Yamato, tỉnh Kanagawa, như vậy là ở lại Nhật Bản bất hợp pháp sau khi hết hạn lưu trú."	
handbook-268	被告人両名は、共謀の上、平成○○年3月4日午後零時45分ころ、東京都豊島区北山町1番2号株式会社北山池袋店において、同店店長A管理のシャープペンシル38本など合計84点(定価合計3万0850円相当)を窃取したものである。	"The two defendants, in collusion with each other, on or about March 4, Heisei ○○, at around 0:45 pm, at Kabushiki Kaisha Kitayama Ikebukuro Store, 1-2 Kita-yama-cho, Toshima-ku, Tokyo, stole 38 Sharp pencils and other items totaling 84 points (with a total retail value of 30,850 yen) under the management of store manager A."	被告人两名是在共谋之后，在平成○○年3月4日下午零时45分左右，在东京都丰岛区北山町1番2号株式会社北山池袋店内，偷窃了该店店长A管理的夏普钢笔38本等，总计84件（总价值等同于3万0850日元）的物品。	"Bị cáo hai người, đã cấu kết với nhau, vào lúc khoảng 0 giờ 45 phút chiều ngày 4 tháng 3 năm平成○○, tại công ty TNHH Bắc Sơn池袋店, địa chỉ 1-2 Bắc Sơn町, quận Toshima, Tokyo, đã trộm cắp 38 bút chì Sharp và các vật dụng khác, tổng cộng 84 điểm (tương đương giá thị trường 30.850 yên), tài sản thuộc quyền quản lý của ông A, trưởng cửa hàng."	
handbook-269	被告人名は、共謀の上、平成○○年3月4日午後4時54分ころ、東京都台東区山下町1番2号付近路上で、被告人Xにおいて、通行中のA(当時30歳)が右肩に掛けていたショルダーバッグ内から、同人所有の現金4万3759円及びキャッシュカード等6点在中の札入れ1個(時価約1万円相当)を抜き取って、これを窃取したものである。	"The defendant, in conspiracy, on March 4, Heisei ○○, around 4:54 PM, near the street of 1-2 Yamashita-cho, Taito-ku, Tokyo, from the shoulder bag on the right shoulder of A (then 30 years old) who was passing by, took out and stole one wallet containing approximately 43,759 yen in cash and six cash cards, etc., owned by the same person, which was worth about 10,000 yen."	被告人名是，共同谋划，在平成○○年3月4日下午4时54分左右，位于东京都台东区山下町1番2号附近的路上，被告人X在当时30岁的A正在通行时，从A的肩上的挎包内取出属于A所有的现金43759円以及包含6张卡的钱包1个（价值约为1万円），将其撕夺并窃取。	"Bị cáo tên là, đã thông đồng nhau, vào ngày 4 tháng 3 năm平成○○, khoảng 4 giờ 54 phút chiều, tại khu vực đường phố gần địa chỉ 1番2号山下町, quận 台東, thành phố Đông京, đã tại bị cáo X, trong khi đang đi đường, đối với A (lúc đó 30 tuổi) đã rút từ túi đeo vai phải của người này ra, 1 túi tiền có chứa 43759 yên tiền mặt và 6 thẻ atm cùng với các thẻ khác (có giá trị khoảng 10.000 yên) và lấy trộm những thứ này."	
handbook-270	被告人は、平成○○年3月4日午後2時ころ、東京都千代田区北山町3番6号A方前路上において、Xに対し、「明日はこの家は留守になる。裏の戸はいつも開いているから、何か金目のものを取ってこい。」と申し向けて前記A方から金品を窃取するようにそそのかし、Xをしてその旨決意させ、よって、同月5日午後3時ころ、前記A方において、同人所有の腕時計1個(時価20万円相当)を窃取するに至らせ、もって、窃盗の教唆をしたものである。	"The defendant, on or about March 4, Heisei ○○, around 2:00 p.m., in the vicinity of 3-6 Kita-yama-cho, Chiyoda-ku, Tokyo, told X, ""Tomorrow, this house will be empty. The back door is always open, so take something valuable,"" thereby instigating and inducing X to steal valuables from the aforementioned location, and as a result, on March 5, around 3:00 p.m., stole one wristwatch (valued at approximately 200,000 yen) belonging to the said person, and therefore, committed the crime of instigating theft."	被告人于平成○○年3月4日下午2时左右，在东京都千代田区北山町3番6号A方前路上，对X说“明日是这个家会无人。后面的门通常是打开的，所以去拿些值钱的东西。”这样向前记述的A方索要金银财宝，并且唆使X决心这样做，于是导致了同月5日下午3时左右，在前记述的A方，偷窃了同人所有的一块手表（价值2万元），因此实施了教唆盗窃的行为。	"Bị cáo đã vào ngày 4 tháng 3 năm平成○○lúc 2 giờ chiều, tại địa chỉ 3-6 Kitayama-cho, Chiyoda-ku, Tokyo, phía trước đường đi của A, đã nói với X như sau: ""Ngày mai nhà này sẽ vắng chủ. Cửa sau luôn mở, vì vậy hãy lấy gì đó có giá trị."", và đã xúi giục X lấy tài sản từ A, và X đã quyết định như vậy, và vào ngày 5 tháng 3 cùng giờ, tại địa chỉ trên, đã lấy 1 chiếc đồng hồ đeo tay trị giá 200.000 yen thuộc sở hữu của người đó, và như vậy, đã phạm tội教唆窃盗."	
handbook-271	被告人は、Xが、平成○○年3月4日午後3時ころ、東京都千代田区北山町3番6号A方において腕時計1個(時価20万円相当)を窃取するに際し、A方前路上でXのため、見張りをし、もって、同人の犯行を容易ならしめてこれを幇助したものである。	"The defendant assisted X in stealing one wristwatch (worth 2 million yen) on around 3 pm, March 4, Heisei ○○, at 3-6 Kita-yama-cho, Chiyoda-ku, Tokyo, by acting as a lookout for X in front of A's house, thereby facilitating X's crime."	被告人在X于平成○○年3月4日下午3時左右，在東京都千代田区北山町3番6号A处盗窃一块腕時計（价值20万元）时，在A处前面的路上为X放哨，致使X的行为变得容易，从而助长了X的犯罪行为。	"Bị cáo đã giúp X vào khoảng 3 giờ chiều ngày 4 tháng 3 năm Heisei, tại địa chỉ 3-6 Kita-yama-chō, Chiyoda-ku, Tokyo, trộm một chiếc đồng hồ đeo tay trị giá 200.000 yen, bằng cách làm nhiệm vụ canh gác cho X trước lối vào của A, và do đó, đã tạo điều kiện thuận lợi cho hành vi phạm tội của X."	
handbook-276	Bの検察官に対する供述調書	B's statement to the prosecutor	对B检察官的陈述记录	Biên bản khai của kiểm sát viên đối với B	
handbook-277	Cの司法警察員に対する供述調書(謄本)	Statement record (copy) to judicial police officer C	C对司法警察人员的陈述笔录(抄本)	Bản ghi lời khai của cán bộ cảnh sát tư pháp C (bản sao)	
handbook-278	D作成の被害届	Damage report created by D	D制作的受害申报单	Bản báo cáo tổn thất do D lập	
handbook-283	○○地方検察庁で保管中のけん銃1丁(平成○○年○地領第○○号の1)	One firearm currently in custody at the ○○ District Public Prosecutors Office (No. 1 of Heisei ○○ year ○ chi ryō ○○ number)	○○地方检察院保管的证据之一支枪（平成○○年○地领第○○号的1）	"Viện kiểm sát địa phương ○○ đang lưu giữ 1 khẩu súng (Hồ sơ ○○ năm ○ tại địa phương ○○, số △△-◇◇-○○○)"	
handbook-290	被告人は、平成○○年3月26日○○簡易裁判所で窃盗罪により懲役8月に処せられ、平成○○年11月26日その刑の執行を受け終わったものであって、この事実は検察事務官作成の前科調書によってこれを認める。	"The defendant was sentenced to imprisonment for 8 months for theft on March 26, ****, at the **** Summary Court, and completed the execution of the sentence on November 26, ****, which is acknowledged by the previous conviction record prepared by the public prosecutor's officer."	被告人于平成○○年3月26日在○○简易裁判所因盗窃罪被判处有期徒刑八个月，于平成○○年11月26日刑满释放，這些事實經由檢察事務官制作的前科調查書予以證實。	"Bị cáo đã bị Tòa án sơ thẩm kết án tám tháng tù về tội trộm cắp tài sản vào ngày 26 tháng 3 năm ○○ tại Tòa án sơ thẩm ○○, và đã chấp hành xong hình phạt vào ngày 26 tháng 11 năm ○○, và sự thật này được chứng nhận bởi hồ sơ quá khứ do văn phòng kiểm sát viên tạo lập."	
handbook-291	被告人は、平成○○年3月10日○○地方裁判所で傷害罪により懲役1年に処せられ、その裁判は同月25日確定したものであって、この事実は検察事務官作成の前科調書によってこれを認める。	"The defendant was sentenced to one year of imprisonment for the crime of injury on March 10, Heisei ○○, at the ○○ District Court, and the judgment was finalized on the 25th of the same month, which is confirmed by the previous conviction record prepared by the public prosecutor's office."	被告人于平成○○年3月10日在○○地方裁判所因伤害罪被判处有期徒刑1年，其判决于同月25日确定，此事实由检察官制作的前科调查表予以证实。	Bị cáo đã bị Tòa án nhân dân tỉnh ○○ tuyên phạt 1 năm tù giam về tội Cố ý gây thương tích vào ngày 10 tháng 3 năm ○○ theo bản án đã có hiệu lực pháp luật kể từ ngày 25 cùng tháng và được xác nhận qua lý lịch tư pháp do cơ quan điều tra lập.	
handbook-292	被告人の判示所為は刑法199条に該当するところ、所定刑中有期懲役刑を選択し、その刑期の範囲内で被告人を懲役8年に処し、同法21条を適用して未決勾留日数中120日をその刑に算入し、押収してある刺身包丁1本(平成○○年押第○○号の1)は判示犯行の用に供した物で被告人以外の者に属しないから、同法19条1項2号、2項本文を適用してこれを没収し、訴訟費用は、刑事訴訟法181条1項ただし書を適用して被告人に負担させないこととする。	"The defendant's indicated act falls under Article 199 of the Criminal Code, and within the range of the prescribed punishment, a term of imprisonment is chosen, and the defendant is sentenced to 8 years of imprisonment, and 120 days of the days of detention pending trial are included in the punishment, and the sashimi knife is a thing that was used for the indicated crime and does not belong to anyone other than the defendant, so Article 19, paragraph 1, item 2 and paragraph 2 of the same law are applied, and it is confiscated, and the court costs are not borne by the defendant, as an exception to paragraph 1 of Article 181 of the Code of Criminal Procedure is applied."	被告人的判示行为属于刑法第199条，被选定了法定刑中的有期徒刑，其刑期范围内被告人被判处有期徒刑8年，依据同法第21条，将未决羁押天数中的120天计算在内，没收了已查封的一把切生鱼刀（平成○○年押第○○号的1），由于该物为判示犯罪行为所用而属被告人所有，因此依据同法第19条第1项第2号、第2项规定对其予以没收，诉讼费用按照刑事诉讼法第181条第1项但书的规定不予被告人负担。	"Hành vi của bị cáo được quy định tại Điều 199 của Bộ luật hình sự, trong frameworks của hình phạt được quy định, chọn hình phạt tù có thời hạn và xử bị cáo 8 năm tù, theo Điều 21 của cùng luật trên, tính 120 ngày tạm giữ vào thời hạn chấp hành hình phạt, con dao thái lát (độc bản thứ 1 của Hoover thứ ○○ năm ○○ số) đã bị thu giữ và được sử dụng cho hành vi phạm tội của bị cáo và không thuộc về người khác, nên theo khoản 2 Điều 19 của cùng luật trên, quyết định tịch thu, về án phí, theo khoản 1 Điều 181 Bộ luật tố tụng hình sự, quyết định không buộc bị cáo phải chịu án phí."	
handbook-293	本件は、Y国国民である被告人が、定められた在留期間を越えて不法に我が国に残留したという事案である。	"The present case is an incident in which the defendant, a national of Country Y, remained illegally in our country beyond the stipulated period of stay."	本案是关于一名Ｙ国籍的被告超過規定的停留期限非法滞留我国的案件。	"Vụ việc này là, người bị cáo là công dân của nước Y, đã ở lại bất hợp pháp tại nước tôi sau khi đã hết thời hạn lưu trú được quy định."	
handbook-294	被告人が我が国に不法に残留した期間が2年余りの長期であることなどに照らすと、被告人の刑事責任は重い。	"Considering that the period of time the defendant illegally stayed in our country is more than 2 years, which is a long time, the defendant's criminal responsibility is heavy."	被告人在我国非法滞留的时间长达2年以上，在这样的情况下看来，被告人的刑事责任是十分严重的。	"Xét bị cáo đã ở lại trái phép tại nước tôi hơn 2 năm, trách nhiệm hình sự của bị cáo là rất nặng."	
handbook-295	他方で、被告人は、本件犯行について反省の態度を示し、今後は、本国に帰って、まじめな生活を送りながら、立ち直っていくことを誓っていること、被告人と生活を共にしていた婚約者が、被告人の本国で被告人と結婚して共に生活する気持ちでおり、被告人に対する寛大な処罰を訴えていることなど、被告人にとって酌むべき事情もある。	"On the other hand, the defendant has shown a reflective attitude towards the crime, and has sworn to return to their home country, live a serious life, and recover, and the defendant's fiancée, who has been living with the defendant, has expressed a willingness to marry the defendant in their home country and live together, and is appealing for a lenient punishment for the defendant, and there are also circumstances that should be taken into consideration for the defendant."	另一方面，被告人对本案犯行表示反省态度，并誓言今后回到本国，过着认真的生活，同时振兴起来；被告人与共同生活的未婚夫妻在被告人国家希望能与被告人结婚共同生活，对被告人提出宽大处理的訴求等，为被告人具备酌情处罚的情节。	"Mặt khác, bị cáo đã thể hiện thái độ phản tỉnh về tội phạm này, và cam kết sẽ trở về nước, sống một cuộc sống nghiêm túc và dần dần đứng dậy, bị cáo và người hôn thê sống chung đã thể hiện quyết tâm kết hôn và sống cùng nhau tại nước của bị cáo, và kêu gọi án phạt khoan hồng đối với bị cáo, v.v., cũng có những tình tiết để xem xét cho bị cáo."	
handbook-296	そこで、これらの事情を総合して主文のとおり刑を量定した。	"Therefore, in consideration of these circumstances, the sentence has been determined as stated in the main text."	因此，综合上述情况，判决结果如主文所述。	"Do đó, tổng hợp các tình tiết nói trên, quyết định mức án theo như bản án đã nêu."	
handbook-297	本件控訴の趣意は、弁護人甲作成名義<検察官乙提出>の控訴趣意書記載のとおりであり、これに対する答弁は、検察官乙作成名義<弁護人甲作成名義>の答弁書記載のとおりであるから、これらを引用する。	"The purpose of this appeal is as stated in the statement of appeal prepared by attorney A and submitted by prosecutor B, and the response to this is as stated in the answer book prepared by prosecutor B and prepared by attorney A, so these are quoted."	本案上诉的诉讼请求是由辩护人甲制作并由检察官乙提出上诉状中载明的内容，而对于上诉的答辩则是由检察官乙制作并由辩护人甲提出答辩状中载明的内容，现予以引用。	Nội dung kháng cáo của vụ việc này là theo như đã nêu trong bản kháng cáo của luật sư甲（được công tố viên乙 đệ trình），và lời đáp lại là theo như đã nêu trong bản trả lời của công tố viên乙（được luật sư甲 soạn thảo），do đó sẽ trích dẫn những nội dung này.	
handbook-299	所論は、要するに、被告人には、本件輸入に係る物品が覚せい剤であるとの認識がなかったのであるから、被告人にその認識があったとして覚せい剤輸入の罪の成立を認めた原判決には、判決に影響を及ぼすことが明らかな事実の誤認があるというのである。	"The argument is, in short, that the defendant did not have the recognition that the goods related to this import were stimulants, and therefore, the original judgment that acknowledged the establishment of the crime of stimulant smuggling with the recognition that the defendant had such recognition contains a clear mistake of facts that affect the judgment."	所论是指，被告人对于其输入的物品是摇头丸这一点没有认识，所以被告人对于认定其有此种认识的原判决，对判决造成影响的显然的事实误认的问题进行异议。	"Luận điểm là, tóm lại, bị cáo không có nhận thức rằng các vật phẩm liên quan đến vụ nhập khẩu này là ma túy nên bản án sơ thẩm đã kết luận bị cáo có nhận thức đó và vì vậy đã xác định tội nhập khẩu ma túy là có căn cứ, trong khi đó có sự nhầm lẫn về các sự kiện rõ ràng ảnh hưởng đến bản án."	
handbook-300	しかし、原判決挙示の各証拠によると、被告人は、本件に至るまで、貨物船○○の船員として約20回日本国と○○国との間を往復している者である上、○○国において船員としての教育を受けるに当たり、覚せい罪等の密輸が禁止されていることや関税関係法規等についての知識を得ていることが認められるから、覚せい剤が概ねどのような物品であるかを承知していたと推認されるところである。	"However, according to each piece of evidence presented in the original judgment, the defendant is a person who has made approximately 20 round trips between Japan and ○○ country as a crew member of the cargo ship ○○ until this case, and it is recognized that when receiving education as a crew member in ○○ country, they acquired knowledge that smuggling of stimulants and other substances is prohibited and about customs-related regulations, so it can be inferred that they were aware of what kind of item stimulants are in general."	但是，根据原判决举出的各项证据，被告人在本案发生之前，作为货物船○○的船员，大约往返于日本国和○○国之间二十次，因此，在○○国接受船员教育时，知道了兴奋剂等禁品的走私是被禁止的，以及关于关税关系法规等的知识，认识到大致什么是兴奋剂等物品，所以可以认定被告人知道兴奋剂的大致是什么物品。	"Tuy nhiên, dựa trên các bằng chứng được đề cập trong bản án gốc, bị cáo là người đã đi lại khoảng 20 lần giữa Nhật Bản và ○○ quốc với tư cách là thành viên của tàu hàng ○○, và khi được đào tạo sebagai thành viên tàu tại ○○ quốc, đã có kiến ​​thức về việc buôn lậu ma túy bị cấm, cũng như các quy định liên quan đến thuế quan, vì vậy có thể thấy rằng bị cáo đã biết về loại chất nào là ma túy."	
handbook-301	そして、このことを前提として、甲から本件物品の運搬を依頼された際の物品の運搬ないし引渡しの方法についての指示内容が極めて密行性を帯びたものであったこと、被告人は本件物品がビニール製5袋に分けられた白色の結晶状を呈した物質であることを確認していること、搬入の手段、方法が覚せい剤等を持ち込む際によく行われる典型的な隠匿運搬方法を採っていること、その他本件発覚前後の証拠隠滅工作、被告人の捜査官に対する供述の内容等記録によって認められる諸事情をも考え合わせると、本件物品が覚せい剤であるとは知らなかったという被告人の弁解は到底信用できるものではなく、本件輸入の際、被告人は本件物品が覚せい剤であるとの認識を有していたと認めるのが相当である。	"And, given this, when the defendant was requested by A to transport the items in question, the content of the instructions regarding the method of transportation or delivery of the items was extremely dense, the defendant confirmed that the items in question were a white crystalline substance divided into five vinyl bags, the means and method of introduction adopted a typical hidden transportation method often used when carrying stimulants, and considering other evidence of destruction of evidence before and after the discovery of the case, the content of the defendant's statement to the investigators, and other circumstances that can be identified from the records, the defendant's excuse that they did not know the items in question were stimulants is not credible at all, and it is reasonable to conclude that at the time of the importation of the items in question, the defendant recognized that the items in question were stimulants."	并以此为前提，作为甲向其委托本件物品运输时关于物品运输或交付的方法的指示内容极为严密，且被告人确认本件物品是分为五个用乙烯基制成的袋子里的白色结晶状物质的事实，搬运的手段和方法采用了走私者常用的典型的隐蔽运输方法，另外，根据其他包括事发前后的证据销毁行为和被告人对侦查员的供述内容在内的记载所反映的事实，加之上述事由，被告人声称本件物品是不知道是甲基苯丙胺的辩解根本不可信，本件进口之时，被告人已有意识到本件物品是甲基苯丙胺，如此认定是合理的。	"Và trên cơ sở này, khi bị cáo được yêu cầu vận chuyển hàng hóa của vụ án, nội dung hướng dẫn về phương thức vận chuyển hoặc giao hàng hóa rất cụ thể, bị cáo đã xác nhận rằng hàng hóa của vụ án là chất kết tinh màu trắng được chia vào 5 túi nhựa, phương tiện và phương pháp đưa vào rất giống với phương pháp che giấu và vận chuyển điển hình khi mang vũ khí vào, ngoài ra, xét về các tình tiết khác như việc phá hủy chứng cứ trước và sau khi vụ việc được phát hiện và nội dung lời khai của bị cáo với điều tra viên, lời giải thích của bị cáo rằng không biết hàng hóa là ma túy là không đáng tin cậy, do đó, có căn cứ để xác định rằng khi nhập khẩu, bị cáo đã nhận thức được rằng hàng hóa là ma túy."	
handbook-302	したがって、原判決がその挙示する各証拠を総合して原判示事実を認定したことは相当であり、原判決に事実誤認はないから、論旨は理由がない。	"Accordingly, the original judgment's determination of the facts as stated, based on the comprehensive examination of each piece of evidence presented, is reasonable and there is no factual error in the original judgment, therefore, the argument is without grounds."	因此，原判决在列举的每个证据综合后确认原判事实是适当的，原判决没有事实错误，所以该论点是没有理由的。	"do đó, bản án sơ thẩm đã kết luận các chứng cứ được đề cập và thừa nhận sự thật được thể hiện trong bản án sơ thẩm là hợp lý và không có sai lầm trong việc đánh giá thực tế, nên không có lý do để phản đối."	
handbook-303	所論は、要するに、被告人を禁錮1年6月に処した原判決の量刑は重すぎて不当であるというのである。	"The argument is, in short, that the sentencing of one year and six months imprisonment in the original judgment is too severe and unfair for the defendant."	所論是说，归根结底，就是被告人被判处有期徒刑1年6个月的原判决量刑过重，不公平。	"Luận điểm là, tóm lại, bản án sơ thẩm đã xử bị cáo bị tù 1 năm 6 tháng là quá nặng và không công bằng."	
